store_id,store_size,store_rating,beat_id,region,city,lat,lon,sale_date,category,product,price,units_sold,amount,customer_rating
N2-003,Medium,4.9,N2,North,Bogra,24.848255032176837,89.37297258248135,2024-12-05,Grocery,Honey (500g),46.73460683344161,261,12197.73,3.5
N2-003,Medium,4.9,N2,North,Bogra,24.843672979187968,89.36814895856833,2025-06-14,Beauty,Shampoo,3599.6225810711853,61,219576.98,3.1
N2-003,Medium,4.9,N2,North,Bogra,24.849640985772496,89.36825687156308,2025-07-21,Grocery,Sugar (1kg),744.7084476132561,78,58087.26,4.6
N2-003,Medium,4.9,N2,North,Bogra,24.846907956149504,89.36659925238158,2025-01-04,Furniture,Office Chair,5076.997881200179,12,60923.97,4.4
N2-003,Medium,4.9,N2,North,Bogra,24.846463205934445,89.36633942513129,2024-12-27,Electronics,Smartwatch,88872.91418734564,39,3466043.65,4.6
N2-003,Medium,4.9,N2,North,Bogra,24.843373239425112,89.37233996675518,2025-04-05,Beauty,Face Cream,3706.2880503616616,50,185314.4,4.7
N2-003,Medium,4.9,N2,North,Bogra,24.849260271428328,89.36782838091148,2024-12-10,Electronics,Laptop,88931.44574408393,29,2579011.93,3.9
N2-003,Medium,4.9,N2,North,Bogra,24.847171488611558,89.3702273498774,2025-04-21,Beauty,Shampoo,1178.809437096016,88,103735.23,4.5
N2-004,Small,3.8,N2,North,Bogra,24.874919153200622,89.3858304901139,2025-02-24,Grocery,Sugar (1kg),152.73398403560958,176,26881.18,3.4
N2-004,Small,3.8,N2,North,Bogra,24.873426854282993,89.38652704067057,2024-12-17,Sports,Treadmill,23612.19894790843,23,543080.58,4.6
N2-004,Small,3.8,N2,North,Bogra,24.87487549367184,89.38412569781613,2024-10-18,HomeAppliances,Washing Machine,10077.4647368977,13,131007.04,3.8
N2-004,Small,3.8,N2,North,Bogra,24.874104003371755,89.37788166939237,2025-01-08,Sports,Cricket Bat,18305.73331107112,41,750535.07,4.7
N2-004,Small,3.8,N2,North,Bogra,24.87971123599034,89.38367088204419,2024-11-09,Clothing,T-Shirt,789.0624703382614,107,84429.68,4.6
N2-004,Small,3.8,N2,North,Bogra,24.875114335909235,89.38011259882263,2025-09-30,HomeAppliances,Refrigerator,25321.917240721396,24,607726.01,4.1
N2-004,Small,3.8,N2,North,Bogra,24.879189820757407,89.38182735695698,2025-05-21,Clothing,Sunglasses,2311.3677513255134,92,212645.83,3.0
N2-004,Small,3.8,N2,North,Bogra,24.873193714146915,89.38689141941354,2025-06-12,Clothing,T-Shirt,1138.6980219215234,81,92234.54,4.4
N2-004,Small,3.8,N2,North,Bogra,24.87142660861214,89.37869187278416,2024-10-18,Grocery,Honey (500g),665.316501298749,136,90483.04,4.9
N2-004,Small,3.8,N2,North,Bogra,24.875630058480574,89.38367062508617,2025-04-05,Beauty,Perfume,3155.3444862505717,63,198786.7,4.4
N2-004,Small,3.8,N2,North,Bogra,24.8790792737563,89.3803854430225,2025-07-20,Sports,Dumbbell Set,17335.437583836258,32,554734.0,4.0
N2-004,Small,3.8,N2,North,Bogra,24.870347039722194,89.38700545972118,2025-03-30,HomeAppliances,Blender,36860.93483865514,22,810940.57,3.3
N2-004,Small,3.8,N2,North,Bogra,24.878180713014192,89.38245883036954,2024-11-03,Clothing,Jeans,1484.947212389012,71,105431.25,3.1
N2-004,Small,3.8,N2,North,Bogra,24.880272968900925,89.37949323360075,2024-12-13,Clothing,Dress,3850.465663439174,78,300336.32,3.8
N2-004,Small,3.8,N2,North,Bogra,24.878260267978813,89.38100916168818,2025-04-24,HomeAppliances,Electric Fan,20224.779007549638,23,465169.92,4.6
N2-004,Small,3.8,N2,North,Bogra,24.875251266134875,89.38303663585934,2024-11-04,Furniture,Table,26075.18660296708,15,391127.8,3.5
N2-005,Small,3.7,N2,North,Bogra,24.89652948698854,89.31549468037468,2025-08-23,Electronics,Bluetooth Speaker,67017.94589103878,78,5227399.78,3.7
N2-005,Small,3.7,N2,North,Bogra,24.9035451881042,89.31521795207811,2025-06-22,Clothing,Handbag,363.4722109204098,153,55611.25,3.7
N2-005,Small,3.7,N2,North,Bogra,24.903649564763207,89.3188329478804,2025-07-25,Furniture,Sofa,30321.361220834497,20,606427.22,3.4
N2-005,Small,3.7,N2,North,Bogra,24.895766912887627,89.3219529933772,2025-06-12,Furniture,Office Chair,46084.7448377242,5,230423.72,4.4
N2-005,Small,3.7,N2,North,Bogra,24.89910441279375,89.32056143464392,2025-03-01,Furniture,Sofa,7974.5839802704495,7,55822.09,3.3
N2-005,Small,3.7,N2,North,Bogra,24.90199032413513,89.31931982555284,2025-07-21,Electronics,Camera,23823.079175109033,58,1381738.59,3.3
N2-005,Small,3.7,N2,North,Bogra,24.900784618620047,89.3147542723752,2025-01-07,Electronics,Smartwatch,60660.664067346734,54,3275675.86,3.2
N2-005,Small,3.7,N2,North,Bogra,24.894444822859324,89.32294897912338,2025-09-04,Sports,Dumbbell Set,1286.918128298617,37,47615.97,4.4
N2-005,Small,3.7,N2,North,Bogra,24.897396486689676,89.31689532673255,2025-02-14,Clothing,Shoes,2932.2050345630755,63,184728.92,4.9
N2-005,Small,3.7,N2,North,Bogra,24.896525211226194,89.31645911590643,2025-05-18,Clothing,T-Shirt,2229.553865618803,54,120395.91,4.5
N2-005,Small,3.7,N2,North,Bogra,24.897468043700634,89.3210410865223,2024-12-22,Grocery,Tea (250g),679.7018720111178,235,159729.94,4.7
N2-005,Small,3.7,N2,North,Bogra,24.895420155917265,89.31540026394464,2025-07-12,Furniture,Office Chair,49183.659333223826,16,786938.55,4.2
N2-005,Small,3.7,N2,North,Bogra,24.896455246564358,89.31473194831005,2025-04-16,Sports,Football,6368.482972786349,24,152843.59,4.8
N2-005,Small,3.7,N2,North,Bogra,24.89518654064345,89.32032340593094,2025-06-30,HomeAppliances,Washing Machine,10674.21455272082,25,266855.36,3.1
N2-005,Small,3.7,N2,North,Bogra,24.90414156336444,89.32213897247946,2025-01-30,Electronics,Smartphone,13381.476903207546,31,414825.78,4.9
N2-005,Small,3.7,N2,North,Bogra,24.89563131599578,89.3213690423563,2025-01-21,Clothing,Jeans,1463.5480372743039,82,120010.94,3.7
N2-006,Medium,4.9,N2,North,Bogra,24.880319005895824,89.33411168636692,2025-01-20,Beauty,Perfume,2610.450165539777,77,201004.66,3.3
N2-006,Medium,4.9,N2,North,Bogra,24.87844547975494,89.33514622976783,2024-10-20,Sports,Treadmill,2429.445059504321,24,58306.68,4.4
N2-006,Medium,4.9,N2,North,Bogra,24.879317244525627,89.3382124055726,2025-01-21,Clothing,Shoes,3971.431826027232,100,397143.18,3.3
N2-006,Medium,4.9,N2,North,Bogra,24.87402198866102,89.34370769847646,2025-05-09,Grocery,Sugar (1kg),513.8377831170255,242,124348.74,4.2
N2-006,Medium,4.9,N2,North,Bogra,24.87960471269377,89.34268895194224,2025-07-18,Electronics,Power Bank,18909.47683251918,11,208004.25,4.0
N2-006,Medium,4.9,N2,North,Bogra,24.877395998624483,89.33727128826386,2025-02-14,Sports,Badminton Racket,4658.082160237217,26,121110.14,3.1
N2-006,Medium,4.9,N2,North,Bogra,24.880872490103844,89.3431358981934,2024-10-06,Furniture,Dining Set,30340.763212643007,18,546133.74,4.9
N2-006,Medium,4.9,N2,North,Bogra,24.87782771741753,89.34054345131521,2025-01-28,Sports,Football,9405.066706579772,24,225721.6,3.9
N2-006,Medium,4.9,N2,North,Bogra,24.875762824737244,89.33823852622616,2025-01-15,Grocery,Spice Mix,514.7202524807615,161,82869.96,4.8
N2-006,Medium,4.9,N2,North,Bogra,24.874079050235697,89.34194995384756,2024-10-20,Grocery,Rice (5kg),511.666430107117,231,118194.95,3.0
N2-006,Medium,4.9,N2,North,Bogra,24.873861395283924,89.34247919234737,2025-08-12,Clothing,Jacket,1690.54024730147,112,189340.51,4.3
N2-006,Medium,4.9,N2,North,Bogra,24.8727220728911,89.33554033709194,2025-04-09,Furniture,Bed,30766.878391330287,16,492270.05,3.2
N2-006,Medium,4.9,N2,North,Bogra,24.881595264703627,89.33860055365892,2025-03-15,Electronics,Bluetooth Speaker,30340.751983004,39,1183289.33,4.4
N2-006,Medium,4.9,N2,North,Bogra,24.874832748574896,89.33405083603705,2025-02-03,Furniture,Office Chair,20310.628451420554,14,284348.8,4.2
N2-006,Medium,4.9,N2,North,Bogra,24.87636497877665,89.3342783786478,2025-03-24,Furniture,Office Chair,56505.28166047742,13,734568.66,4.7
N2-006,Medium,4.9,N2,North,Bogra,24.87232347287815,89.33778828829776,2024-10-19,HomeAppliances,Electric Fan,13603.468737297244,21,285672.84,3.6
N2-006,Medium,4.9,N2,North,Bogra,24.874225354640757,89.34204309441189,2024-10-05,Clothing,Dress,3523.7697798980093,93,327710.59,3.2
N2-006,Medium,4.9,N2,North,Bogra,24.881050298826597,89.33855385604703,2025-02-27,Electronics,Camera,115896.9661321917,39,4519981.68,4.1
N2-006,Medium,4.9,N2,North,Bogra,24.879861039356403,89.33934668792298,2025-07-14,Sports,Dumbbell Set,11201.207680180394,44,492853.14,4.8
N2-006,Medium,4.9,N2,North,Bogra,24.878271511777488,89.34197264171321,2025-06-25,Beauty,Perfume,3669.07367710933,62,227482.57,4.5
N2-006,Medium,4.9,N2,North,Bogra,24.88027389586866,89.33487367225763,2025-04-25,Sports,Football,4187.40384999124,29,121434.71,4.9
N2-006,Medium,4.9,N2,North,Bogra,24.8761241688909,89.34343217861131,2025-03-10,Sports,Badminton Racket,13256.946606159268,35,463993.13,3.2
N2-006,Medium,4.9,N2,North,Bogra,24.875406448097507,89.33721845903705,2025-06-15,Electronics,Tablet,55059.72419680626,46,2532747.31,4.9
N2-006,Medium,4.9,N2,North,Bogra,24.874650327093917,89.33680725771589,2024-10-22,Clothing,Shoes,3833.886485197937,80,306710.92,4.6
N2-007,Medium,4.5,N2,North,Bogra,24.893667677739806,89.38704198580484,2025-08-02,HomeAppliances,Air Conditioner,23462.618536525977,28,656953.32,3.9
N2-007,Medium,4.5,N2,North,Bogra,24.895677923677116,89.38038669858379,2025-04-16,Grocery,Rice (5kg),744.025132757563,173,128716.35,3.9
N2-007,Medium,4.5,N2,North,Bogra,24.89559772536716,89.38509537871442,2025-05-12,Electronics,Bluetooth Speaker,79020.01023086767,60,4741200.61,4.0
N2-007,Medium,4.5,N2,North,Bogra,24.89469668675413,89.38257092551183,2025-09-18,Beauty,Face Mask,1591.5414041890592,56,89126.32,3.4
N2-007,Medium,4.5,N2,North,Bogra,24.899230323642158,89.38520872136166,2025-02-06,Furniture,Office Chair,24283.752577147523,19,461391.3,4.6
N2-007,Medium,4.5,N2,North,Bogra,24.892826479364537,89.38534694561775,2025-03-16,Furniture,Office Chair,56678.924527804615,19,1076899.57,3.6
N2-007,Medium,4.5,N2,North,Bogra,24.890305688604812,89.38029388068477,2025-03-06,Grocery,Honey (500g),223.58137371510068,243,54330.27,3.7
N2-007,Medium,4.5,N2,North,Bogra,24.89587226241588,89.38306032406038,2025-01-12,Grocery,Spice Mix,603.3465273377203,159,95932.1,4.1
N2-007,Medium,4.5,N2,North,Bogra,24.899469791617467,89.38305115164219,2025-03-18,Grocery,Cooking Oil (1L),508.3636168373384,169,85913.45,4.9
N2-007,Medium,4.5,N2,North,Bogra,24.892460082998475,89.385860375821,2025-03-19,Electronics,Headphones,53149.3301784038,39,2072823.88,3.3
N2-007,Medium,4.5,N2,North,Bogra,24.89931704157854,89.38713350598096,2025-08-05,Beauty,Face Mask,2969.281987581776,45,133617.69,3.3
N2-007,Medium,4.5,N2,North,Bogra,24.896331384381853,89.38419685206648,2025-04-22,Furniture,Table,10128.993392956234,17,172192.89,4.9
N2-007,Medium,4.5,N2,North,Bogra,24.892015939668926,89.38528535439735,2024-12-16,Electronics,Bluetooth Speaker,10832.466148898277,59,639115.5,3.4
N2-007,Medium,4.5,N2,North,Bogra,24.89393145753037,89.38136492443459,2025-06-27,Beauty,Sunscreen,4234.19260663704,96,406482.49,3.1
N2-007,Medium,4.5,N2,North,Bogra,24.891184580257985,89.38335140443728,2025-08-23,Sports,Cricket Bat,15872.231219462677,35,555528.09,4.2
N2-007,Medium,4.5,N2,North,Bogra,24.89853354678922,89.38266812928704,2025-08-11,Beauty,Face Cream,1555.8225844619749,59,91793.53,4.0
N2-007,Medium,4.5,N2,North,Bogra,24.89328623731499,89.38784315119996,2025-09-23,Beauty,Lipstick,553.1646544879894,69,38168.36,4.6
N2-007,Medium,4.5,N2,North,Bogra,24.896216936545812,89.37907463193746,2025-07-04,Grocery,Sugar (1kg),47.7066216376797,111,5295.44,5.0
N2-007,Medium,4.5,N2,North,Bogra,24.891366324064727,89.384821234943,2025-04-10,Grocery,Milk Powder (400g),796.136197050242,182,144896.79,4.1
N2-007,Medium,4.5,N2,North,Bogra,24.89044536414017,89.3801457774051,2025-01-12,Electronics,Headphones,32226.331242098775,14,451168.64,3.2
N2-007,Medium,4.5,N2,North,Bogra,24.89363592175269,89.38427509834192,2024-10-15,Clothing,Jeans,1290.0849693459716,71,91596.03,3.6
N2-007,Medium,4.5,N2,North,Bogra,24.891879983110204,89.38563070176818,2025-01-24,Clothing,Dress,2196.829222898774,84,184533.65,4.8
N2-007,Medium,4.5,N2,North,Bogra,24.891806919110508,89.38081844523137,2025-05-14,Furniture,Bed,10659.203060721262,20,213184.06,4.4
N2-007,Medium,4.5,N2,North,Bogra,24.896379497578938,89.38483308370218,2025-02-25,HomeAppliances,Electric Fan,20220.704835967575,33,667283.26,3.9
N2-008,Large,3.7,N2,North,Bogra,24.850126820819447,89.38457904075366,2024-12-18,Clothing,Jacket,1683.6538011000325,96,161630.76,4.0
N2-008,Large,3.7,N2,North,Bogra,24.858105782781987,89.38776397400184,2024-12-08,Electronics,Bluetooth Speaker,40869.037178417995,66,2697356.45,3.1
N2-008,Large,3.7,N2,North,Bogra,24.849180733602545,89.3908109867611,2025-07-04,Furniture,Dining Set,22747.463908912792,18,409454.35,3.7
N2-008,Large,3.7,N2,North,Bogra,24.850592054560845,89.38991613317093,2025-04-27,Grocery,Rice (5kg),47.32107968723583,241,11404.38,3.6
N2-008,Large,3.7,N2,North,Bogra,24.84948353222731,89.38702192532985,2025-06-07,Electronics,Laptop,51186.17892090079,49,2508122.77,4.2
N2-008,Large,3.7,N2,North,Bogra,24.852806385953222,89.3923753853887,2024-10-26,Beauty,Perfume,2954.9523076771743,74,218666.47,3.4
N2-008,Large,3.7,N2,North,Bogra,24.849646920521526,89.3887692917027,2025-09-09,Clothing,Handbag,2127.5567713753026,61,129780.96,4.2
N2-008,Large,3.7,N2,North,Bogra,24.848500800449187,89.38885915912418,2024-12-06,Clothing,Dress,1174.7610936517349,120,140971.33,3.3
N2-008,Large,3.7,N2,North,Bogra,24.849405528468292,89.39226657346596,2025-03-12,Grocery,Rice (5kg),720.8304390716174,194,139841.11,4.4
N2-008,Large,3.7,N2,North,Bogra,24.851586076902546,89.39036464711477,2025-05-17,Beauty,Shampoo,3817.722940891664,53,202339.32,3.8
N2-008,Large,3.7,N2,North,Bogra,24.856885086723373,89.39361847820115,2024-10-13,Clothing,Dress,2125.345509797987,162,344305.97,3.2
N2-008,Large,3.7,N2,North,Bogra,24.85071774285329,89.38512160784532,2025-06-12,Grocery,Rice (5kg),667.3469627492202,301,200871.44,4.4
N2-008,Large,3.7,N2,North,Bogra,24.856303770644857,89.38534947661516,2025-03-30,Grocery,Spice Mix,726.1892432611015,226,164118.77,4.9
N2-008,Large,3.7,N2,North,Bogra,24.851153450834314,89.38594482694599,2025-08-27,Furniture,Sofa,23113.093583551698,19,439148.78,3.3
N2-008,Large,3.7,N2,North,Bogra,24.849678063382004,89.3895173299253,2025-02-11,Beauty,Perfume,806.1857933759453,55,44340.22,4.2
N2-008,Large,3.7,N2,North,Bogra,24.85071263547445,89.38687956098063,2024-10-31,HomeAppliances,Electric Fan,43983.02646773524,13,571779.34,3.6
N2-008,Large,3.7,N2,North,Bogra,24.85580701307888,89.38630035298873,2025-08-23,Grocery,Sugar (1kg),464.47157826283564,281,130516.51,3.2
N2-008,Large,3.7,N2,North,Bogra,24.852304932514087,89.38911789639175,2025-01-24,Beauty,Perfume,1219.8822622225798,69,84171.88,3.7
N2-008,Large,3.7,N2,North,Bogra,24.856932400080563,89.38529804539633,2024-12-06,Beauty,Sunscreen,2666.851122085768,78,208014.39,3.3
N2-008,Large,3.7,N2,North,Bogra,24.856254540885665,89.38612097537131,2025-04-01,Grocery,Milk Powder (400g),781.0491593468803,250,195262.29,3.6
N2-008,Large,3.7,N2,North,Bogra,24.849927227630946,89.39300340300699,2025-07-12,Beauty,Face Mask,1674.3045431910011,92,154036.02,4.5
N2-008,Large,3.7,N2,North,Bogra,24.851110117543772,89.39351071784122,2025-06-03,Grocery,Rice (5kg),719.5145212877063,207,148939.51,3.2
N2-008,Large,3.7,N2,North,Bogra,24.84898590101129,89.38696732931206,2025-02-26,Grocery,Cooking Oil (1L),154.4712351386642,180,27804.82,3.2
N2-008,Large,3.7,N2,North,Bogra,24.852481251322637,89.39018193229701,2024-11-06,Grocery,Milk Powder (400g),596.3212232686219,169,100778.29,4.1
N2-008,Large,3.7,N2,North,Bogra,24.85804404746343,89.38643723829051,2025-01-25,HomeAppliances,Washing Machine,20643.309695235905,25,516082.74,3.1
N2-008,Large,3.7,N2,North,Bogra,24.857280333187855,89.39123656342889,2025-09-16,Electronics,Smartwatch,34741.918857208686,46,1598128.27,3.8
N2-008,Large,3.7,N2,North,Bogra,24.85340604689279,89.38595173183569,2025-03-17,Beauty,Perfume,1255.463829061664,92,115502.67,3.4
N2-008,Large,3.7,N2,North,Bogra,24.85697996968345,89.3911207998483,2024-11-12,Beauty,Shampoo,3588.0960677735825,74,265519.11,3.3
N2-008,Large,3.7,N2,North,Bogra,24.85807676057132,89.39090175443546,2024-10-21,Electronics,Laptop,26664.290822912553,37,986578.76,3.9
N2-008,Large,3.7,N2,North,Bogra,24.85605693781291,89.38433877939534,2025-09-24,Beauty,Face Cream,4876.980099576671,74,360896.53,3.7
N2-008,Large,3.7,N2,North,Bogra,24.856643594678705,89.38991410794553,2025-02-04,Electronics,Smartphone,62690.422190729354,38,2382236.04,5.0
N2-008,Large,3.7,N2,North,Bogra,24.849454254928236,89.39228036682425,2025-06-10,Clothing,Shoes,2161.641942106392,142,306953.16,3.7
N2-008,Large,3.7,N2,North,Bogra,24.850989698745295,89.3888289482663,2025-01-26,HomeAppliances,Air Conditioner,17083.584968455907,21,358755.28,4.7
N2-008,Large,3.7,N2,North,Bogra,24.849581940964267,89.39109928221991,2025-05-03,Electronics,Camera,107833.71062574592,68,7332692.32,4.5
N2-008,Large,3.7,N2,North,Bogra,24.849870661548724,89.38921976295936,2025-09-24,Beauty,Face Cream,4897.459700476608,92,450566.29,3.5
N2-008,Large,3.7,N2,North,Bogra,24.858002474361157,89.39062877817358,2024-10-13,Beauty,Lipstick,1925.215656982929,69,132839.88,4.9
N2-009,Small,4.7,N2,North,Bogra,24.837383385106808,89.33756907224401,2024-11-18,Clothing,Sunglasses,2316.190755569332,111,257097.17,3.7
N2-009,Small,4.7,N2,North,Bogra,24.834075280073247,89.34109897802927,2024-12-07,Electronics,Bluetooth Speaker,113869.84800787043,38,4327054.22,4.7
N2-009,Small,4.7,N2,North,Bogra,24.831750089899288,89.33518252745623,2025-08-03,Furniture,Bed,48743.30975135059,17,828636.27,3.0
N2-009,Small,4.7,N2,North,Bogra,24.83131656774925,89.33696322121787,2024-10-19,Grocery,Cooking Oil (1L),394.40127907321994,214,84401.87,4.6
N2-009,Small,4.7,N2,North,Bogra,24.82881204457639,89.33713883668801,2025-09-27,Sports,Treadmill,1503.3508004581172,21,31570.37,3.9
N2-009,Small,4.7,N2,North,Bogra,24.831112767123035,89.34267072711734,2024-10-31,Grocery,Spice Mix,40.48770068530401,144,5830.23,4.3
N2-009,Small,4.7,N2,North,Bogra,24.83561064309747,89.33840112951867,2024-12-21,Furniture,Table,57452.6889974638,16,919243.02,4.8
N2-009,Small,4.7,N2,North,Bogra,24.835065114524696,89.33794303003701,2025-05-09,Grocery,Cooking Oil (1L),64.42388415049834,233,15010.77,3.8
N2-009,Small,4.7,N2,North,Bogra,24.83263827446091,89.34283994573357,2025-08-15,Grocery,Sugar (1kg),739.3475379760356,190,140476.03,4.6
N2-009,Small,4.7,N2,North,Bogra,24.830275343509054,89.3371305826428,2025-07-25,HomeAppliances,Air Conditioner,35009.39541741301,15,525140.93,3.6
N2-009,Small,4.7,N2,North,Bogra,24.832649039910397,89.33546672043236,2024-11-17,Electronics,Power Bank,69133.03569359842,21,1451793.75,3.9
N2-009,Small,4.7,N2,North,Bogra,24.832556803463845,89.33828567833001,2025-04-27,HomeAppliances,Washing Machine,42199.832033082996,24,1012795.97,3.8
N2-009,Small,4.7,N2,North,Bogra,24.82968596766402,89.34314910951109,2025-09-20,Grocery,Tea (250g),60.08081143866273,207,12436.73,4.6
N2-009,Small,4.7,N2,North,Bogra,24.83705816410577,89.33461598193892,2024-12-11,Sports,Yoga Mat,9641.22322662349,48,462778.71,4.7
N2-009,Small,4.7,N2,North,Bogra,24.833460194556388,89.34247260206432,2025-08-01,Clothing,Dress,2779.293155834269,82,227902.04,3.2
N2-009,Small,4.7,N2,North,Bogra,24.836499513090402,89.33973505568201,2025-05-19,Grocery,Spice Mix,789.4918773614522,90,71054.27,4.4
N2-010,Large,4.6,N2,North,Bogra,24.855598144706207,89.37814929855678,2025-09-03,Sports,Football,18641.58701764888,40,745663.48,3.3
N2-010,Large,4.6,N2,North,Bogra,24.858076864128925,89.37920756235059,2025-01-24,Electronics,Headphones,33036.88135926322,72,2378655.46,5.0
N2-010,Large,4.6,N2,North,Bogra,24.856104012289673,89.37634521790035,2025-10-01,Sports,Treadmill,15779.76609655082,30,473392.98,4.0
N2-010,Large,4.6,N2,North,Bogra,24.856908381467086,89.3784479326035,2025-03-18,Grocery,Rice (5kg),743.7937764270355,144,107106.3,4.7
N2-010,Large,4.6,N2,North,Bogra,24.86142991368982,89.37794673259064,2025-05-24,Electronics,Power Bank,104243.15543259564,49,5107914.62,4.6
N2-010,Large,4.6,N2,North,Bogra,24.85982952603155,89.3789990159483,2024-11-02,Clothing,Jeans,931.869319771271,114,106233.1,4.3
N2-010,Large,4.6,N2,North,Bogra,24.86306649399951,89.38073829104074,2024-12-07,Grocery,Milk Powder (400g),319.1779496330897,146,46599.98,4.6
N2-010,Large,4.6,N2,North,Bogra,24.860873322781135,89.37643948948661,2025-07-21,Electronics,Smartphone,39743.288659998885,30,1192298.66,4.3
N2-010,Large,4.6,N2,North,Bogra,24.856460977279735,89.38492289594674,2024-11-02,Grocery,Tea (250g),377.8043317228568,238,89917.43,3.9
N2-010,Large,4.6,N2,North,Bogra,24.858556282859237,89.38316090022902,2025-09-30,Clothing,Jeans,1623.666352423742,123,199710.96,3.8
N2-010,Large,4.6,N2,North,Bogra,24.85846085280971,89.3832504773923,2025-09-02,Grocery,Cooking Oil (1L),538.4986281027352,131,70543.32,4.6
N2-010,Large,4.6,N2,North,Bogra,24.861126360021952,89.37790239943328,2025-05-15,Electronics,Smartwatch,111429.41698521389,34,3788600.18,4.4
N2-010,Large,4.6,N2,North,Bogra,24.86461988800968,89.37957960626309,2025-01-18,Beauty,Face Mask,2722.0827552995447,43,117049.56,4.2
N2-010,Large,4.6,N2,North,Bogra,24.85603334645271,89.37716085841444,2025-03-12,Sports,Football,1600.7637360936778,36,57627.49,4.9
N2-010,Large,4.6,N2,North,Bogra,24.864065885136085,89.37783863365057,2025-02-03,Sports,Badminton Racket,19117.777393554126,34,650004.43,4.8
N2-010,Large,4.6,N2,North,Bogra,24.85881116317609,89.38241159461684,2025-03-03,HomeAppliances,Refrigerator,4662.845740555642,24,111908.3,3.1
N2-010,Large,4.6,N2,North,Bogra,24.861441899777983,89.38166333626151,2025-07-07,Electronics,Camera,20058.0327380991,43,862495.41,3.4
N2-010,Large,4.6,N2,North,Bogra,24.859408572126963,89.3813839485497,2025-01-26,HomeAppliances,Electric Fan,31190.50791339458,9,280714.57,4.6
N2-010,Large,4.6,N2,North,Bogra,24.863168030514363,89.38503156417589,2025-08-21,Electronics,Smartphone,78460.95427499131,49,3844586.76,3.7
N2-010,Large,4.6,N2,North,Bogra,24.85696931104951,89.3781734018596,2025-03-10,Electronics,Laptop,46159.6669312871,56,2584941.35,4.7
N2-010,Large,4.6,N2,North,Bogra,24.86132264904848,89.384838423078,2025-01-21,Clothing,Jacket,1618.9952126769106,114,184565.45,4.1
N2-010,Large,4.6,N2,North,Bogra,24.855582732129704,89.38150403428995,2025-07-31,Clothing,Handbag,2213.813407744764,53,117332.11,3.0
N2-010,Large,4.6,N2,North,Bogra,24.85664657224825,89.37897934401535,2025-05-09,HomeAppliances,Blender,18788.33563060129,8,150306.69,4.1
N2-010,Large,4.6,N2,North,Bogra,24.86125439120109,89.3815580702491,2025-06-03,Grocery,Spice Mix,433.49741360675444,194,84098.5,4.8
N2-010,Large,4.6,N2,North,Bogra,24.857073054610282,89.38497893437423,2024-12-10,Clothing,Dress,3766.629477548211,52,195864.73,3.1
N2-010,Large,4.6,N2,North,Bogra,24.86419113744236,89.37672193910389,2025-06-22,Furniture,Bookshelf,49921.93080755321,9,449297.38,4.0
N2-010,Large,4.6,N2,North,Bogra,24.85587387692438,89.3816129065805,2024-12-20,Sports,Yoga Mat,17725.72534499753,33,584948.94,4.9
N2-010,Large,4.6,N2,North,Bogra,24.861571311726937,89.3804138096921,2025-05-19,Clothing,Sunglasses,454.441615082521,46,20904.31,3.6
N2-010,Large,4.6,N2,North,Bogra,24.858861825937677,89.38293460472897,2025-06-10,Clothing,T-Shirt,3745.6121772886754,54,202263.06,3.0
N2-010,Large,4.6,N2,North,Bogra,24.862081319918744,89.38159410330131,2025-01-31,Electronics,Smartphone,51357.97647950298,41,2105677.04,3.2
N2-010,Large,4.6,N2,North,Bogra,24.859433190343136,89.37667787912714,2025-08-05,HomeAppliances,Washing Machine,44248.985945081,18,796481.75,3.5
N2-010,Large,4.6,N2,North,Bogra,24.86497732940677,89.37624763966095,2024-12-07,Grocery,Rice (5kg),212.61567349679592,242,51452.99,4.4
N2-010,Large,4.6,N2,North,Bogra,24.8582092008737,89.3821228141969,2025-09-05,Furniture,Office Chair,8116.002358268004,14,113624.03,4.8
N2-010,Large,4.6,N2,North,Bogra,24.85583598037981,89.37860064261635,2025-05-08,Electronics,Headphones,75885.87066945201,44,3338978.31,4.1
N2-010,Large,4.6,N2,North,Bogra,24.857270814932154,89.38322999265007,2025-01-24,Grocery,Honey (500g),598.7661571666812,23,13771.62,4.9
N2-010,Large,4.6,N2,North,Bogra,24.856111723758332,89.37956500858759,2024-12-26,Grocery,Sugar (1kg),700.4179166016678,143,100159.76,3.8
N2-011,Medium,4.9,N2,North,Bogra,24.879056166029056,89.38650816782425,2024-11-20,Furniture,Bed,20388.111504275606,12,244657.34,4.5
N2-011,Medium,4.9,N2,North,Bogra,24.879075878977417,89.39118622794872,2025-06-19,Sports,Football,9623.554634007167,35,336824.41,4.3
N2-011,Medium,4.9,N2,North,Bogra,24.875179183538574,89.38720693703023,2025-02-14,Electronics,Laptop,10384.440838378947,55,571144.25,4.9
N2-011,Medium,4.9,N2,North,Bogra,24.87312266377693,89.38864300590909,2025-09-04,Clothing,Jacket,3461.9246799950793,84,290801.67,3.4
N2-011,Medium,4.9,N2,North,Bogra,24.869609842963637,89.39183277166815,2025-03-24,Sports,Cricket Bat,16668.179527383905,31,516713.57,4.9
N2-011,Medium,4.9,N2,North,Bogra,24.876869304134505,89.38761225240694,2024-11-27,Clothing,Handbag,3604.726635247526,125,450590.83,4.7
N2-011,Medium,4.9,N2,North,Bogra,24.86986796790119,89.38529491060449,2025-02-24,Grocery,Spice Mix,364.93738379169724,260,94883.72,3.8
