data_type,record_id,city,region,latitude,longitude,category,product,price_bdt,units_sold,sales_amount,date,store_size,customer_rating,salesperson,coverage_value,outlets_visited,duration_hours,outlet_type,outlet_size,priority_score,potential_monthly_value,days_since_contact,no_order_reason,assigned_salesperson,brand,coverage_score,num_outlets,market_share,visit_count,total_outlets,unique_salespersons,intensity_score,from_city,to_city,from_region,to_region,from_latitude,from_longitude,to_latitude,to_longitude,distance_km,generated_at,cluster,pc1,pc2
sales,SALE0217,Dhaka,Central,23.779724,90.3281,Grocery,Tea (250g),414.0,68.0,28152.0,2025-01-23,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.6651928057514791,1.432084762894182
sales,SALE0218,Khulna,West,22.796806,89.603519,Clothing,Jacket,3677.0,62.0,227974.0,2025-05-08,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.5731272996840354,1.3412151182800174
sales,SALE0219,Narayanganj,Central,23.634866,90.51079,Clothing,Handbag,771.0,60.0,46260.0,2025-08-29,Small,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.7217973389830722,1.0120307837591787
sales,SALE0220,Jamalpur,Central,24.871218,89.957321,Furniture,Table,49323.0,93.0,4587039.0,2024-10-26,Medium,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.420244759134094,1.8372485886238792
sales,SALE0221,Comilla,East,23.518164,91.138709,Grocery,Spice Mix,610.0,47.0,28670.0,2025-08-21,Medium,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.8147792711779966,-1.538130734873931
sales,SALE0222,Dhaka,Central,23.808551,90.518748,Electronics,Laptop,67609.0,48.0,3245232.0,2024-10-27,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.8983174029355097,0.20623718184463574
sales,SALE0223,Brahmanbaria,East,24.002088,91.066252,Clothing,Shoes,1860.0,82.0,152520.0,2025-03-30,Small,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.438163349908736,0.9628978227253268
sales,SALE0224,Jhenaidah,West,23.57289,89.089087,Grocery,Milk Powder (400g),65.0,80.0,5200.0,2024-12-23,Medium,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.568740667498757,1.7426740949450215
sales,SALE0225,Rajshahi,West,24.359878,88.66134,Electronics,Tablet,92889.0,9.0,836001.0,2024-11-15,Medium,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.150168238396434,0.3525704214334275
sales,SALE0226,Chattogram,Central,22.37591,91.819835,Grocery,Sugar (1kg),704.0,53.0,37312.0,2025-08-08,Small,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.754229050685972,-1.304494737244341
sales,SALE0227,Manikganj,Central,23.901696,90.027551,Grocery,Rice (5kg),351.0,64.0,22464.0,2025-08-08,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.673026300959628,-0.5285186191870587
sales,SALE0228,Sylhet,East,24.916381,91.881161,Clothing,Shoes,855.0,50.0,42750.0,2025-02-16,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.8121669109487144,0.5683316629805498
sales,SALE0229,Chattogram,Central,22.302847,91.846389,Grocery,Honey (500g),753.0,70.0,52710.0,2025-03-06,Large,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.6230781511974319,1.1368916157135835
sales,SALE0230,Patuakhali,South,22.352222,90.35899,Sports,Cricket Bat,14094.0,84.0,1183896.0,2025-08-17,Medium,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.2549765652827654,0.7712035329214756
sales,SALE0231,Nilphamari,North,25.980214,88.819037,Beauty,Shampoo,468.0,89.0,41652.0,2025-03-31,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.4328865748795179,0.4197739406223889
sales,SALE0232,Dhaka,Central,23.788575,90.39395,Grocery,Cooking Oil (1L),411.0,13.0,5343.0,2024-10-20,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.1883649993903131,-0.20946858640654764
sales,SALE0233,Dhaka,Central,23.873088,90.358824,Grocery,Honey (500g),407.0,8.0,3256.0,2025-03-17,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.2174984754970188,-1.3865753132934027
sales,SALE0234,Dhaka,Central,23.882649,90.424293,Clothing,T-Shirt,3773.0,59.0,222607.0,2025-08-21,Large,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.5647307056742868,-0.7670454038207041
sales,SALE0235,Khulna,West,22.858953,89.593678,Grocery,Honey (500g),651.0,3.0,1953.0,2025-09-11,Medium,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.2637075117538275,-1.2910340462017786
sales,SALE0236,Sylhet,East,24.899014,91.932629,Electronics,Headphones,111150.0,73.0,8113950.0,2025-06-23,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,4.97633673350056,0.9626427343442093
sales,SALE0237,Barguna,South,22.124136,90.204561,HomeAppliances,Washing Machine,15576.0,76.0,1183776.0,2025-06-18,Small,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.2252628608840626,-0.13300258251242497
sales,SALE0238,Comilla,East,23.438425,91.268103,Grocery,Cooking Oil (1L),650.0,1.0,650.0,2025-05-18,Small,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.3265911738441576,1.0727893124447923
sales,SALE0239,Barishal,South,22.679991,90.336593,HomeAppliances,Washing Machine,18426.0,23.0,423798.0,2025-08-11,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.5433972910056886,0.7753270754519148
sales,SALE0240,Rajshahi,West,24.313393,88.578032,Furniture,Table,5973.0,46.0,274758.0,2025-06-07,Large,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.6266437068018138,-0.6222903945053024
sales,SALE0241,Dhaka,Central,23.808566,90.426553,Electronics,Headphones,42782.0,7.0,299474.0,2025-08-03,Large,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.1725732880978228,-0.993287297924435
sales,SALE0242,Rangpur,North,25.793116,89.262361,Grocery,Rice (5kg),105.0,61.0,6405.0,2025-02-19,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.7280587139359701,0.23152916100813256
sales,SALE0243,Khagrachhari,East,23.043864,91.992945,Clothing,T-Shirt,2151.0,65.0,139815.0,2025-06-15,Large,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.566376669023704,-1.1618381343284405
sales,SALE0244,Narail,West,23.175023,89.529547,Furniture,Dining Set,48181.0,67.0,3228127.0,2025-05-05,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.638756404560739,0.5503614063466128
sales,SALE0245,Saidpur,North,25.768113,88.96814,Clothing,T-Shirt,549.0,62.0,34038.0,2025-03-15,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.7092809606598173,0.8788245821948056
sales,SALE0246,Chattogram,Central,22.325031,91.854541,Furniture,Bed,51687.0,57.0,2946159.0,2025-08-30,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.5327227402188641,-0.7112677748367894
sales,SALE0247,Dhaka,Central,23.881325,90.378255,Sports,Cricket Bat,2652.0,17.0,45084.0,2025-05-19,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0898210559941877,0.1469223159483522
sales,SALE0248,Natore,North,24.392389,89.117976,Electronics,Camera,57925.0,77.0,4460225.0,2025-01-08,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.438927354158978,-0.0035773564370200433
sales,SALE0249,Chattogram,Central,22.434275,91.890953,Grocery,Tea (250g),480.0,13.0,6240.0,2024-10-12,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.203682477928921,0.7456670740487954
sales,SALE0250,Dhaka,Central,23.779661,90.389238,Beauty,Face Mask,4716.0,93.0,438588.0,2025-06-18,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.1463552908550449,0.45011297852230275
sales,SALE0251,Panchagarh,North,26.344293,88.570067,Sports,Cricket Bat,14059.0,44.0,618596.0,2025-02-16,Medium,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.3379703156003648,-0.37000440043309146
sales,SALE0252,Kushtia,West,23.900053,89.074602,Grocery,Rice (5kg),360.0,55.0,19800.0,2025-04-29,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.760829398447262,-0.6408224259653175
sales,SALE0253,Rangpur,North,25.742244,89.382873,Furniture,Table,50011.0,61.0,3050671.0,2025-09-02,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.542286225736954,1.100674937944947
sales,SALE0254,Dhaka,Central,23.784419,90.425927,Furniture,Office Chair,33303.0,13.0,432939.0,2025-03-30,Small,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.28497776907616557,-0.38700547897330284
sales,SALE0255,Lalmonirhat,North,26.043047,89.418148,Clothing,Shoes,2600.0,72.0,187200.0,2025-04-21,Large,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.4733081468116806,-0.9173100677342271
sales,SALE0256,Netrokona,Central,24.917395,90.844102,Clothing,Jacket,3878.0,86.0,333508.0,2025-03-04,Large,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.25023675958042485,-0.9075969174191901
sales,SALE0257,Sylhet,East,24.924433,91.935222,Beauty,Shampoo,2759.0,46.0,126914.0,2025-08-14,Large,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.7671144933578393,0.03101091205901509
sales,SALE0258,Lalmonirhat,North,25.957724,89.480436,Beauty,Face Cream,4150.0,29.0,120350.0,2025-08-12,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.9227551769354363,0.9260323369126128
sales,SALE0259,Natore,North,24.489108,89.118923,Grocery,Sugar (1kg),157.0,98.0,15386.0,2025-05-17,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.3515031910862774,-0.10354556118915156
sales,SALE0260,Chattogram,Central,22.348544,91.792003,Beauty,Lipstick,4795.0,99.0,474705.0,2024-11-22,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.08419947158570837,1.1618584061454247
sales,SALE0261,Rajshahi,West,24.382034,88.6005,HomeAppliances,Washing Machine,3720.0,78.0,290160.0,2024-11-04,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.35922391145486865,-0.3699061526116445
sales,SALE0262,Faridpur,Central,23.609555,89.836086,Clothing,Jeans,1419.0,90.0,127710.0,2025-05-01,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.3630697436788977,0.10933876961318609
sales,SALE0263,Tangail,Central,24.282274,90.049795,Furniture,Table,14388.0,73.0,1050324.0,2024-11-04,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.13554349153324458,-1.1206779336471269
sales,SALE0264,Feni,East,23.032469,91.504647,Electronics,Smartphone,20026.0,96.0,1922496.0,2025-01-08,Small,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.7993283271504302,0.2583769469604299
sales,SALE0265,Sunamganj,East,25.097095,91.411197,Clothing,Dress,1696.0,21.0,35616.0,2025-03-31,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0791512171935225,0.3612420529322195
sales,SALE0266,Dhaka,Central,23.787978,90.424145,Sports,Yoga Mat,20037.0,11.0,220407.0,2025-09-10,Small,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.6610975797945616,-1.6147490129039295
sales,SALE0267,Khulna,West,22.852248,89.498293,Grocery,Tea (250g),90.0,87.0,7830.0,2025-08-26,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.47369708857838344,0.3965880470154209
sales,SALE0268,Rajshahi,West,24.335654,88.646733,Grocery,Milk Powder (400g),537.0,78.0,41886.0,2025-02-22,Medium,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.5260829483230353,-0.3547775874195904
sales,SALE0269,Satkhira,West,22.778276,89.066055,Electronics,Laptop,53242.0,56.0,2981552.0,2025-08-11,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.5486439592296881,0.542030584003115
sales,SALE0270,Brahmanbaria,East,23.894299,90.968072,Clothing,Shoes,2293.0,68.0,155924.0,2024-10-30,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.5280061640180094,-1.1250539186803763
sales,SALE0271,Chattogram,Central,22.305838,91.825701,HomeAppliances,Electric Fan,41277.0,8.0,330216.0,2025-10-03,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.17919092660377645,-1.2906979883637513
sales,SALE0272,Dhaka,Central,23.746285,90.464847,Grocery,Cooking Oil (1L),180.0,98.0,17640.0,2025-05-29,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.35585839701082433,0.21485238120598155
sales,SALE0273,Bandarban,East,22.23251,92.214049,Electronics,Smartphone,73193.0,96.0,7026528.0,2025-02-28,Small,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,3.9682309368302993,-0.7810874389753889
sales,SALE0274,Barishal,South,22.624724,90.311986,Grocery,Tea (250g),760.0,30.0,22800.0,2025-01-23,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0267312645458688,0.9562694466275544
sales,SALE0275,Chuadanga,West,23.629638,88.864423,Clothing,Handbag,1750.0,10.0,17500.0,2025-03-17,Large,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1539112913159515,-1.8466707048386737
sales,SALE0276,Chattogram,Central,22.294323,91.869826,Electronics,Smartphone,68260.0,10.0,682600.0,2025-04-29,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,0.5732434975893025,-0.9336311947337077
sales,SALE0277,Nilphamari,North,25.950436,88.877405,Clothing,Dress,3206.0,82.0,262892.0,2025-03-07,Medium,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.3339798375947082,-0.7952110568905283
sales,SALE0278,Feni,East,23.052136,91.489749,Beauty,Perfume,2860.0,22.0,62920.0,2024-11-24,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0414497970599652,0.8453037828373221
sales,SALE0279,Dhaka,Central,23.820126,90.45504,Electronics,Camera,19551.0,56.0,1094856.0,2025-08-13,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.0814239283772534,-0.08674436607891149
sales,SALE0280,Jhenaidah,West,23.50798,89.291356,Clothing,Dress,2446.0,11.0,26906.0,2025-03-18,Medium,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.1651559836476018,0.3915647584247342
sales,SALE0281,Chattogram,Central,22.363305,91.742337,Clothing,Jeans,1664.0,100.0,166400.0,2025-07-12,Small,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.25466769041926496,0.7108199220898018
sales,SALE0282,Sylhet,East,24.872591,91.755328,HomeAppliances,Refrigerator,36773.0,66.0,2427018.0,2025-06-29,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,1.0823367966585749,-0.36251519912623337
sales,SALE0283,Dhaka,Central,23.787685,90.267067,Electronics,Headphones,38968.0,14.0,545552.0,2025-07-24,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.08467929528850476,-1.5194859504010507
sales,SALE0284,Saidpur,North,25.83929,89.025527,Furniture,Bookshelf,15018.0,98.0,1471764.0,2024-11-05,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.5445253471239111,-0.3304824419969059
sales,SALE0285,Feni,East,22.971651,91.407137,Electronics,Power Bank,68811.0,97.0,6674667.0,2024-12-22,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,3.7271056902045605,0.20761789596084318
sales,SALE0286,Sylhet,East,24.89472,91.799198,Sports,Yoga Mat,21569.0,82.0,1768658.0,2024-11-21,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.6138146245686028,1.5070096526675192
sales,SALE0287,Dinajpur,North,25.622252,88.634913,Grocery,Honey (500g),363.0,20.0,7260.0,2025-02-23,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1153171170749723,-0.44039882949547765
sales,SALE0288,Rajshahi,West,24.351241,88.583181,Clothing,Sunglasses,1540.0,36.0,55440.0,2024-12-08,Small,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.9099935282148968,-0.5654125686095837
sales,SALE0289,Dhaka,Central,23.760219,90.395634,Electronics,Laptop,48685.0,60.0,2921100.0,2025-02-17,Small,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,1.4989726463198862,-1.4537732768177736
sales,SALE0290,Narayanganj,Central,23.581641,90.534055,Grocery,Spice Mix,333.0,10.0,3330.0,2024-11-10,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.2227537922334129,-0.08721535070908261
sales,SALE0291,Chattogram,Central,22.426868,91.838678,Electronics,Bluetooth Speaker,68648.0,75.0,5148600.0,2024-12-27,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.89906775761914,1.3523116807897235
sales,SALE0292,Dhaka,Central,23.813282,90.373684,Sports,Treadmill,19232.0,84.0,1615488.0,2025-07-02,Medium,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,0.5361568751271517,0.7470887361389973
sales,SALE0293,Sirajganj,North,24.49476,89.73811,Beauty,Sunscreen,1435.0,8.0,11480.0,2025-02-18,Small,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.2256628516783161,0.5188411933033787
sales,SALE0294,Rajshahi,West,24.42947,88.635956,Beauty,Shampoo,890.0,65.0,57850.0,2024-11-10,Small,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.6261866604743856,-1.155682114721738
sales,SALE0295,Mymensingh,Central,24.836798,90.391875,Grocery,Honey (500g),488.0,57.0,27816.0,2025-01-11,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.7556268969682025,0.49824860051789327
sales,SALE0296,Dhaka,Central,23.777729,90.383467,Electronics,Camera,56870.0,37.0,2104190.0,2025-03-22,Medium,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.1068185633870269,0.4356054323830968
sales,SALE0297,Gaibandha,North,25.276142,89.465578,Furniture,Wardrobe,44183.0,7.0,309281.0,2024-11-17,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.13445317474333623,-1.160184010510586
sales,SALE0298,Kushtia,West,23.995277,89.148679,Clothing,Jacket,687.0,72.0,49464.0,2024-10-24,Medium,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.5806594069323214,-0.2710984898110239
sales,SALE0299,Sylhet,East,24.8968,91.875902,Sports,Dumbbell Set,22014.0,78.0,1717092.0,2025-07-22,Medium,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,0.60838936016003,-0.9346102372357423
sales,SALE0300,Chattogram,Central,22.344031,91.683085,Grocery,Honey (500g),184.0,45.0,8280.0,2025-05-01,Large,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.891674019971667,0.6686007399729018
sales,SALE0301,Gaibandha,North,25.225841,89.594439,HomeAppliances,Electric Fan,10450.0,77.0,804650.0,2024-10-09,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.022970006470641,-0.2552153770280602
sales,SALE0302,Rajshahi,West,24.374823,88.686926,Clothing,Dress,2935.0,43.0,126205.0,2025-08-02,Large,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.8039005316394038,0.6296273958679749
sales,SALE0303,Barishal,South,22.754934,90.351189,HomeAppliances,Air Conditioner,36497.0,12.0,437964.0,2024-11-10,Large,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.21232515851907652,-0.8948310672502017
sales,SALE0304,Bhola,South,22.718716,90.555416,Clothing,Jacket,374.0,47.0,17578.0,2025-05-01,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.8788483857613846,1.488839140247078
sales,SALE0305,Pirojpur,South,22.653827,90.062805,Furniture,Sofa,55210.0,63.0,3478230.0,2025-06-30,Small,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.8340121373311113,1.5788765507139584
sales,SALE0306,Jamalpur,Central,24.924702,89.96564,Electronics,Headphones,18114.0,38.0,688332.0,2025-08-16,Large,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-0.29813319651411907,0.6482182679921168
sales,SALE0307,Chattogram,Central,22.355622,91.853564,Furniture,Dining Set,53407.0,68.0,3631676.0,2025-09-17,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,1.9380246441561717,-0.4175561958548052
sales,SALE0308,Sylhet,East,24.933485,91.697787,Beauty,Sunscreen,1273.0,77.0,98021.0,2025-03-28,Small,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,4,-0.4919163647612294,-0.6892608027156644
sales,SALE0309,Rajshahi,West,24.345478,88.55692,Grocery,Spice Mix,749.0,99.0,74151.0,2024-11-21,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.331790015714296,1.339497436860889
sales,SALE0310,Habiganj,East,24.310266,91.48635,Furniture,Office Chair,31926.0,47.0,1500522.0,2024-10-25,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,0.43978626878829086,-0.9003446059395142
sales,SALE0311,Feni,East,23.017654,91.438622,Electronics,Power Bank,88031.0,37.0,3257147.0,2025-02-19,Small,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,6,2.2612801077955718,-0.36217664389419335
sales,SALE0312,Sylhet,East,24.898741,91.79172,Electronics,Smartwatch,113987.0,61.0,6953207.0,2025-06-29,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,4.487058748407129,0.30806135935969703
sales,SALE0313,Rajshahi,West,24.285771,88.598413,Beauty,Sunscreen,3809.0,60.0,228540.0,2025-05-15,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,-0.5691915317747185,0.20079231479828294
sales,SALE0314,Dinajpur,North,25.615867,88.612345,Grocery,Milk Powder (400g),205.0,26.0,5330.0,2024-12-01,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0845707778888865,0.9092844387433365
sales,SALE0315,Dhaka,Central,23.794218,90.537105,HomeAppliances,Refrigerator,44020.0,62.0,2729240.0,2025-03-30,Large,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,5,1.2881590631706452,1.4615688078375777
sales,SALE0316,Sherpur,Central,25.071514,90.034327,Beauty,Face Mask,4426.0,16.0,70816.0,2025-05-14,Small,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,3,-1.0554747982904213,0.4434064646429703
sales,SALE0317,Chattogram,Central,22.35332,91.780967,Electronics,Smartwatch,66893.0,66.0,4414938.0,2025-07-23,Medium,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,1,2.5368549455057923,-1.305514708395378
sales,SALE0318,Jessore,West,23.206632,89.195157,Sports,Cricket Bat,15282.0,45.0,687690.0,2025-09-23,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.2542100708792026,-1.47836776549287
sales,SALE0319,Khulna,West,22.891416,89.561089,Clothing,Shoes,1831.0,31.0,56761.0,2025-03-23,Small,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-0.9512700445568462,-0.6293563720104344
sales,SALE0320,Mymensingh,Central,24.854419,90.371625,Clothing,T-Shirt,1605.0,13.0,20865.0,2024-10-06,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-06T11:21:21.930749,2,-1.1440964284616943,-0.852918680935536
