data_type,record_id,city,region,latitude,longitude,category,product,price_bdt,units_sold,sales_amount,date,store_size,customer_rating,salesperson,coverage_value,outlets_visited,duration_hours,outlet_type,outlet_size,priority_score,potential_monthly_value,days_since_contact,no_order_reason,assigned_salesperson,brand,coverage_score,num_outlets,market_share,visit_count,total_outlets,unique_salespersons,intensity_score,from_city,to_city,from_region,to_region,from_latitude,from_longitude,to_latitude,to_longitude,distance_km,generated_at
sales,SALE0451,Chattogram,Central,22.380221,91.781062,Grocery,Spice Mix,178.0,99.0,17622.0,2024-11-10,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0452,Saidpur,North,25.76327,88.951385,Clothing,Dress,1833.0,49.0,89817.0,2025-02-17,Medium,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0453,Lalmonirhat,North,25.865909,89.453701,Grocery,Honey (500g),717.0,70.0,50190.0,2025-07-28,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0454,Nilphamari,North,25.942122,88.827978,HomeAppliances,Refrigerator,13696.0,69.0,945024.0,2025-03-17,Large,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0455,Jessore,West,23.116393,89.024719,Electronics,Tablet,117421.0,1.0,117421.0,2025-09-23,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0456,Chattogram,Central,22.378728,91.837436,Sports,Dumbbell Set,18340.0,55.0,1008700.0,2025-01-05,Medium,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0457,Mymensingh,Central,24.780958,90.50345,Clothing,Jeans,2186.0,45.0,98370.0,2025-07-17,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0458,Dhaka,Central,23.801155,90.494993,Clothing,Sunglasses,3435.0,15.0,51525.0,2025-09-18,Large,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0459,Dhaka,Central,23.778002,90.364548,HomeAppliances,Refrigerator,17772.0,27.0,479844.0,2025-08-31,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0460,Chattogram,Central,22.363034,91.880681,Clothing,Dress,2748.0,87.0,239076.0,2024-10-09,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0461,Chattogram,Central,22.342309,91.689409,Beauty,Perfume,3495.0,57.0,199215.0,2025-06-07,Large,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0462,Chuadanga,West,23.685855,88.83863,HomeAppliances,Refrigerator,11183.0,65.0,726895.0,2025-05-09,Small,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0463,Jessore,West,23.184938,89.154893,Clothing,Sunglasses,2659.0,41.0,109019.0,2024-12-13,Large,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0464,Netrokona,Central,24.888964,90.647003,Clothing,Handbag,1613.0,31.0,50003.0,2025-05-03,Small,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0465,Khulna,West,22.939265,89.605103,HomeAppliances,Washing Machine,16486.0,53.0,873758.0,2025-05-04,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0466,Jhenaidah,West,23.545193,89.234466,Clothing,Shoes,3903.0,95.0,370785.0,2025-07-07,Large,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0467,Chattogram,Central,22.324723,91.844998,Grocery,Tea (250g),547.0,7.0,3829.0,2025-04-11,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0468,Lalmonirhat,North,25.899961,89.425781,Sports,Yoga Mat,10944.0,90.0,984960.0,2025-03-05,Medium,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0469,Chattogram,Central,22.309144,91.808616,Beauty,Lipstick,1706.0,97.0,165482.0,2025-01-02,Medium,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0470,Barishal,South,22.702211,90.438233,Grocery,Cooking Oil (1L),347.0,91.0,31577.0,2025-07-23,Medium,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0471,Habiganj,East,24.32188,91.442398,Clothing,Shoes,1990.0,54.0,107460.0,2024-12-23,Large,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0472,Thakurgaon,North,26.089369,88.625374,Clothing,Jeans,1344.0,27.0,36288.0,2025-04-18,Large,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0473,Sirajganj,North,24.459719,89.67881,Beauty,Lipstick,3239.0,12.0,38868.0,2025-01-03,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0474,Chattogram,Central,22.365323,91.862256,Beauty,Perfume,2399.0,49.0,117551.0,2024-10-25,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0475,Sirajganj,North,24.515856,89.692916,Clothing,Handbag,598.0,25.0,14950.0,2024-12-08,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0476,Mymensingh,Central,24.81485,90.378628,Clothing,Jeans,2263.0,27.0,61101.0,2025-04-17,Medium,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0477,Rajshahi,West,24.405631,88.656904,Electronics,Smartphone,35762.0,25.0,894050.0,2025-08-05,Large,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0478,Dhaka,Central,23.790712,90.357155,Furniture,Bed,20898.0,90.0,1880820.0,2024-11-29,Large,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0479,Mymensingh,Central,24.810858,90.471279,HomeAppliances,Microwave,38181.0,42.0,1603602.0,2025-05-13,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0480,Rajshahi,West,24.383787,88.622648,Beauty,Face Mask,3143.0,40.0,125720.0,2025-05-24,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0481,Tangail,Central,24.191048,89.991261,Electronics,Power Bank,69080.0,13.0,898040.0,2025-02-06,Medium,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0482,Brahmanbaria,East,23.980864,91.084466,Electronics,Camera,49015.0,53.0,2597795.0,2025-09-11,Large,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0483,Sylhet,East,24.938465,91.787941,Beauty,Face Mask,1395.0,3.0,4185.0,2025-05-24,Large,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0484,Natore,North,24.369983,89.039335,Clothing,Shoes,3249.0,54.0,175446.0,2025-05-06,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0485,Dhaka,Central,23.835995,90.423275,Clothing,Jeans,1855.0,73.0,135415.0,2025-06-01,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0486,Gaibandha,North,25.281736,89.566582,HomeAppliances,Air Conditioner,24122.0,33.0,796026.0,2025-01-27,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0487,Sylhet,East,24.928529,91.982693,Sports,Treadmill,15600.0,22.0,343200.0,2025-04-07,Small,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0488,Dhaka,Central,23.865654,90.405277,Clothing,Shoes,2300.0,24.0,55200.0,2024-12-31,Large,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0489,Jessore,West,23.143234,89.194568,Clothing,Shoes,438.0,10.0,4380.0,2024-10-27,Small,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0490,Chandpur,Central,23.268773,90.623871,Sports,Treadmill,5005.0,81.0,405405.0,2025-06-08,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0491,Khulna,West,22.882541,89.577222,Sports,Football,7667.0,65.0,498355.0,2025-02-13,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0492,Dhaka,Central,23.763528,90.477659,Sports,Dumbbell Set,22348.0,79.0,1765492.0,2025-01-30,Large,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0493,Faridpur,Central,23.618364,89.943591,Furniture,Office Chair,39879.0,71.0,2831409.0,2025-03-08,Small,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0494,Dhaka,Central,23.809329,90.394309,Furniture,Wardrobe,23005.0,69.0,1587345.0,2025-05-11,Small,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0495,Khulna,West,22.792916,89.476232,Grocery,Honey (500g),730.0,56.0,40880.0,2025-07-05,Small,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0496,Chandpur,Central,23.280815,90.752637,Electronics,Headphones,39584.0,25.0,989600.0,2024-11-21,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0497,Panchagarh,North,26.324778,88.539871,Furniture,Sofa,22519.0,51.0,1148469.0,2025-08-25,Medium,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0498,Jhenaidah,West,23.545303,89.253013,Electronics,Power Bank,82055.0,32.0,2625760.0,2024-10-13,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0499,Dhaka,Central,23.763932,90.426802,Beauty,Perfume,459.0,12.0,5508.0,2025-03-11,Medium,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0500,Dhaka,Central,23.85906,90.442566,Sports,Treadmill,2338.0,82.0,191716.0,2025-09-30,Large,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0501,Thakurgaon,North,25.894838,88.510673,Grocery,Milk Powder (400g),484.0,83.0,40172.0,2025-04-18,Large,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0502,Khulna,West,22.87116,89.62272,Clothing,T-Shirt,3965.0,68.0,269620.0,2025-09-13,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0503,Panchagarh,North,26.410614,88.628895,Clothing,Handbag,3135.0,73.0,228855.0,2025-02-03,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0504,Bogra,North,24.853772,89.270582,Grocery,Rice (5kg),740.0,36.0,26640.0,2024-12-30,Large,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0505,Dhaka,Central,23.918847,90.401947,Clothing,Jeans,3783.0,41.0,155103.0,2025-09-26,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0506,Bandarban,East,22.20218,92.321703,Grocery,Spice Mix,769.0,51.0,39219.0,2025-08-26,Medium,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0507,Tangail,Central,24.212876,89.840799,Electronics,Tablet,82277.0,50.0,4113850.0,2024-10-23,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0508,Comilla,East,23.439235,91.139355,Electronics,Headphones,111612.0,89.0,9933468.0,2025-08-25,Large,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0509,Moulvibazar,East,24.412984,91.778314,Clothing,Jacket,519.0,13.0,6747.0,2025-02-23,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0510,Saidpur,North,25.804122,88.912547,Furniture,Sofa,44660.0,99.0,4421340.0,2024-11-24,Large,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0511,Dhaka,Central,23.79484,90.367371,Electronics,Camera,11883.0,82.0,974406.0,2025-05-18,Medium,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0512,Jhenaidah,West,23.448041,89.190202,Grocery,Sugar (1kg),606.0,49.0,29694.0,2025-02-25,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0513,Barguna,South,22.16066,90.074882,Clothing,Sunglasses,1856.0,11.0,20416.0,2024-11-22,Medium,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0514,Dhaka,Central,23.8641,90.413779,Clothing,Sunglasses,601.0,11.0,6611.0,2025-05-20,Small,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0515,Comilla,East,23.42528,91.090077,Grocery,Spice Mix,689.0,20.0,13780.0,2025-03-19,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0516,Barishal,South,22.714356,90.384024,Clothing,T-Shirt,321.0,40.0,12840.0,2025-02-19,Medium,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0517,Saidpur,North,25.775847,89.008808,Clothing,T-Shirt,842.0,12.0,10104.0,2025-07-01,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0518,Sylhet,East,24.975511,91.92251,Electronics,Bluetooth Speaker,21538.0,4.0,86152.0,2025-08-20,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0519,Dhaka,Central,23.702709,90.369351,Clothing,Shoes,2749.0,42.0,115458.0,2025-03-21,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0520,Dhaka,Central,23.803737,90.417111,Clothing,Dress,3491.0,11.0,38401.0,2024-12-22,Small,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0521,Dhaka,Central,23.818733,90.439016,Clothing,Jeans,3107.0,49.0,152243.0,2025-07-10,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0522,Pabna,North,23.995071,89.251131,Clothing,Jacket,2319.0,19.0,44061.0,2025-09-02,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0523,Tangail,Central,24.297657,89.937227,Sports,Treadmill,10322.0,62.0,639964.0,2025-08-26,Medium,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0524,Jamalpur,Central,24.842814,89.956514,Electronics,Tablet,102489.0,81.0,8301609.0,2025-01-24,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0525,Dhaka,Central,23.803873,90.299589,Clothing,Dress,738.0,18.0,13284.0,2025-05-02,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0526,Bogra,North,24.857993,89.305039,Electronics,Camera,118311.0,80.0,9464880.0,2025-03-24,Medium,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0527,Rajshahi,West,24.412073,88.649732,HomeAppliances,Electric Fan,44666.0,77.0,3439282.0,2025-07-27,Medium,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0528,Brahmanbaria,East,23.907018,91.155149,Clothing,Sunglasses,1122.0,62.0,69564.0,2025-04-27,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0529,Khulna,West,22.915223,89.525297,HomeAppliances,Blender,21100.0,95.0,2004500.0,2024-10-14,Large,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0530,Netrokona,Central,24.876585,90.781948,Beauty,Sunscreen,2185.0,42.0,91770.0,2025-03-26,Medium,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0531,Khulna,West,22.910817,89.44055,Grocery,Milk Powder (400g),413.0,15.0,6195.0,2024-12-20,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0532,Natore,North,24.365452,89.055351,Grocery,Tea (250g),224.0,88.0,19712.0,2024-12-27,Small,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0533,Barishal,South,22.685598,90.40028,Electronics,Power Bank,100847.0,27.0,2722869.0,2025-02-22,Medium,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0534,Chattogram,Central,22.422415,91.866941,Electronics,Laptop,115343.0,53.0,6113179.0,2024-10-25,Medium,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0535,Rajshahi,West,24.279428,88.575748,Electronics,Smartwatch,39722.0,33.0,1310826.0,2024-11-01,Small,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0536,Pabna,North,23.938283,89.214452,Grocery,Spice Mix,426.0,10.0,4260.0,2025-02-17,Large,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0537,Narail,West,23.12622,89.525444,Clothing,Dress,2488.0,65.0,161720.0,2024-10-15,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0538,Comilla,East,23.488014,91.181285,Electronics,Camera,99964.0,69.0,6897516.0,2024-12-04,Large,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0539,Rangpur,North,25.739482,89.252999,Electronics,Laptop,108788.0,32.0,3481216.0,2024-11-02,Large,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0540,Chattogram,Central,22.34396,91.879119,Electronics,Smartphone,81822.0,83.0,6791226.0,2024-10-23,Large,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0541,Khulna,West,22.880448,89.520271,Sports,Badminton Racket,14605.0,14.0,204470.0,2025-09-29,Small,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0542,Saidpur,North,25.794635,89.026863,Beauty,Sunscreen,4449.0,72.0,320328.0,2024-12-11,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0543,Rangpur,North,25.684204,89.283777,Clothing,Dress,1832.0,51.0,93432.0,2025-02-09,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0544,Narayanganj,Central,23.642103,90.529751,Grocery,Tea (250g),194.0,45.0,8730.0,2025-09-22,Medium,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0545,Barishal,South,22.661611,90.316249,Clothing,Dress,651.0,15.0,9765.0,2025-07-24,Medium,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0546,Dhaka,Central,23.711335,90.457375,Clothing,Dress,3512.0,27.0,94824.0,2025-01-11,Medium,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0547,Bogra,North,24.953704,89.311537,Electronics,Laptop,65431.0,93.0,6085083.0,2024-10-13,Medium,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0548,Comilla,East,23.515748,91.298401,Clothing,Jacket,483.0,91.0,43953.0,2025-08-07,Small,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0549,Dinajpur,North,25.610034,88.626943,Furniture,Wardrobe,12167.0,87.0,1058529.0,2025-07-12,Large,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0550,Comilla,East,23.473387,91.208962,Grocery,Cooking Oil (1L),605.0,21.0,12705.0,2025-04-18,Large,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0551,Jessore,West,23.185403,89.176501,Beauty,Lipstick,2099.0,52.0,109148.0,2024-11-16,Small,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0552,Dhaka,Central,23.841379,90.390323,HomeAppliances,Air Conditioner,30320.0,51.0,1546320.0,2025-09-20,Large,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0553,Khagrachhari,East,23.118855,91.968244,Electronics,Tablet,66926.0,76.0,5086376.0,2025-02-27,Medium,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0554,Comilla,East,23.372048,91.256615,Beauty,Face Cream,1885.0,36.0,67860.0,2024-10-09,Small,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0555,Khulna,West,22.815817,89.622766,Furniture,Dining Set,40185.0,24.0,964440.0,2025-03-31,Medium,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0556,Cox's Bazar,East,21.480003,92.019194,Clothing,T-Shirt,1374.0,86.0,118164.0,2025-01-27,Large,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0557,Meherpur,West,23.792756,88.738713,Clothing,Jacket,2745.0,50.0,137250.0,2024-11-26,Medium,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0558,Narayanganj,Central,23.600333,90.490624,Sports,Badminton Racket,12033.0,59.0,709947.0,2024-11-22,Small,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0559,Lalmonirhat,North,25.946378,89.273577,Clothing,Sunglasses,3579.0,39.0,139581.0,2024-11-24,Large,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0560,Dinajpur,North,25.632365,88.609989,Sports,Cricket Bat,10762.0,16.0,172192.0,2025-06-04,Medium,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0561,Brahmanbaria,East,23.928056,91.124423,HomeAppliances,Blender,11264.0,66.0,743424.0,2025-03-20,Medium,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0562,Khulna,West,22.814264,89.592044,Clothing,Shoes,1871.0,55.0,102905.0,2025-07-01,Medium,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0563,Chattogram,Central,22.404556,91.813985,Sports,Dumbbell Set,21643.0,23.0,497789.0,2024-12-24,Small,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0564,Khulna,West,22.881855,89.571271,Electronics,Headphones,32523.0,41.0,1333443.0,2025-02-16,Large,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0565,Chandpur,Central,23.27332,90.695257,Electronics,Camera,9256.0,63.0,583128.0,2025-07-27,Small,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0566,Kushtia,West,23.926472,89.186709,HomeAppliances,Washing Machine,35124.0,84.0,2950416.0,2025-01-24,Medium,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0567,Dhaka,Central,23.802147,90.367806,Clothing,Dress,3208.0,57.0,182856.0,2025-01-27,Small,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0568,Barishal,South,22.661379,90.335022,Electronics,Smartphone,112317.0,98.0,11007066.0,2025-06-14,Medium,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0569,Manikganj,Central,23.765319,90.012798,Sports,Cricket Bat,18116.0,37.0,670292.0,2025-07-10,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0570,Dhaka,Central,23.843262,90.468754,Clothing,Handbag,3437.0,64.0,219968.0,2024-12-27,Large,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0571,Dhaka,Central,23.729922,90.366737,Electronics,Laptop,43112.0,100.0,4311200.0,2024-12-30,Medium,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0572,Sylhet,East,24.936374,91.85707,Furniture,Dining Set,7726.0,98.0,757148.0,2025-02-21,Large,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0573,Khulna,West,22.877371,89.465944,Clothing,Dress,719.0,95.0,68305.0,2024-11-04,Small,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
sales,SALE0574,Meherpur,West,23.834733,88.621471,Grocery,Rice (5kg),500.0,34.0,17000.0,2025-04-09,Small,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-04T02:53:37.634184
