outlet_id,city,latitude,longitude,region,category,product,price_bdt,units_sold,sales_amount,sale_date,store_size,customer_rating,returns,sales_per_unit
196,Jessore,23.136177989496527,89.19335731172058,Jessore,Electronics,Smartphone,54060,54,2919240,2024-10-15,Small,4.39,1,54060.0
197,Rangamati,22.542718434444787,92.19299175214799,Rangamati,Clothing,T-Shirt,3407,69,235083,2024-11-03,Large,4.76,2,3407.0
198,Chattogram,22.465160886587203,91.76792769666181,Chattogram,Furniture,Sofa,44927,20,898540,2025-05-21,Medium,3.5,1,44927.0
199,Rangpur,25.82591942596073,89.29385647711881,Rangpur,Electronics,Smartwatch,90738,61,5535018,2024-10-21,Small,4.13,2,90738.0
200,Dhaka,23.76482046664888,90.28719202136287,Dhaka,Sports,Cricket Bat,21556,22,474232,2025-04-25,Small,4.76,0,21556.0
201,Sylhet,24.969581282781906,91.71540662562673,Sylhet,Clothing,T-Shirt,4159,84,349356,2025-02-10,Small,4.47,1,4159.0
202,Sirajganj,24.33399353359284,89.8351035130648,Sirajganj,Clothing,Jeans,3092,130,401960,2025-05-26,Medium,4.02,5,3092.0
203,Jessore,23.130621436526187,89.13658445742512,Jessore,Furniture,Bookshelf,32504,6,195024,2025-09-11,Small,4.79,0,32504.0
204,Cox's Bazar,21.390930503473196,92.00189523295157,Cox's Bazar,Furniture,Office Chair,56584,25,1414600,2024-11-13,Small,5.0,2,56584.0
205,Sylhet,24.82966524366823,91.78183398968919,Sylhet,Furniture,Office Chair,5801,27,156627,2024-12-03,Large,4.51,1,5801.0
206,Sylhet,24.85790369675727,91.83860587177747,Sylhet,Clothing,Sunglasses,4047,113,457311,2025-01-06,Small,3.72,2,4047.0
207,Sirajganj,24.478818279180796,89.65444930398816,Sirajganj,Grocery,Milk Powder (400g),662,212,140344,2024-10-13,Small,3.35,4,662.0
208,Cox's Bazar,21.46360338354817,91.99114427050236,Cox's Bazar,Beauty,Perfume,4028,82,330296,2025-06-01,Small,4.06,0,4028.0
209,Dhaka,23.788206483485535,90.37572154149005,Dhaka,Grocery,Spice Mix,143,224,32032,2024-11-02,Small,4.67,2,143.0
210,Kishoreganj,24.390550348431503,90.89885363105229,Kishoreganj,Electronics,Headphones,87138,24,2091312,2025-04-20,Small,3.92,0,87138.0
211,Sirajganj,24.435723387159175,89.721521925451,Sirajganj,Beauty,Face Cream,2878,45,129510,2024-11-26,Medium,3.67,0,2878.0
212,Dinajpur,25.70601663912318,88.65420004249872,Dinajpur,Sports,Dumbbell Set,893,27,24111,2024-12-26,Small,3.78,2,893.0
213,Barishal,22.71687864030728,90.42934971512805,Barishal,Furniture,Bed,21711,13,282243,2025-04-21,Large,3.52,0,21711.0
214,Pabna,23.928872258784295,89.29167745324598,Pabna,Clothing,Shoes,2742,58,159036,2025-03-01,Small,3.62,4,2742.0
215,Dhaka,23.83359021546008,90.41559816162956,Dhaka,Grocery,Cooking Oil (1L),200,161,32200,2025-06-29,Small,3.38,2,200.0
216,Khulna,22.858036039763938,89.5458475469629,Khulna,Grocery,Sugar (1kg),87,154,13398,2025-07-13,Small,4.19,3,87.0
217,Tangail,24.19570512087664,90.03640484659854,Tangail,Grocery,Tea (250g),428,217,92876,2025-08-01,Small,5.0,4,428.0
218,Saidpur,25.713328959779865,89.11442772790784,Saidpur,Electronics,Bluetooth Speaker,78611,60,4716660,2025-07-24,Medium,4.46,0,78611.0
219,Pabna,23.998586870947545,89.23605165936777,Pabna,Electronics,Tablet,111635,19,2121065,2025-01-30,Small,3.88,0,111635.0
220,Pabna,23.942537505066614,89.30199692529231,Pabna,Grocery,Tea (250g),576,109,62784,2025-09-19,Small,3.16,5,576.0
221,Faridpur,23.629981106618178,89.87106018167354,Faridpur,Sports,Dumbbell Set,12867,50,643350,2025-04-09,Medium,4.44,1,12867.0
222,Chattogram,22.32111628692387,91.86914140903278,Chattogram,Beauty,Face Mask,5484,85,466140,2025-04-20,Small,3.98,2,5484.0
223,Barguna,22.121256936558293,89.97811965328404,Barguna,Electronics,Tablet,43847,57,2499279,2024-11-28,Medium,3.76,0,43847.0
224,Barishal,22.790263622139495,90.36032250543725,Barishal,Sports,Dumbbell Set,21394,33,706002,2025-05-18,Small,4.73,1,21394.0
225,Jessore,23.08893553802752,89.09420336346052,Jessore,Beauty,Shampoo,3881,36,139716,2025-06-30,Small,3.42,2,3881.0
226,Dhaka,23.78181813382178,90.49514948123198,Dhaka,Grocery,Milk Powder (400g),775,145,112375,2024-12-24,Small,3.06,2,775.0
227,Sirajganj,24.436667720224627,89.50724205430254,Sirajganj,Clothing,Sunglasses,3634,129,468786,2025-03-10,Small,4.18,3,3634.0
228,Thakurgaon,26.048812278037012,88.39948531132335,Thakurgaon,Grocery,Honey (500g),122,115,14030,2025-06-09,Small,3.85,5,122.0
229,Dinajpur,25.507773566222486,88.7463267245416,Dinajpur,Clothing,Jacket,2597,63,163611,2025-02-01,Medium,4.37,0,2597.0
230,Khagrachhari,23.09746791634128,92.12451513209017,Khagrachhari,Sports,Treadmill,13984,23,321632,2024-11-25,Medium,4.12,0,13984.0
231,Dhaka,23.9675475854618,90.32354263793806,Dhaka,Grocery,Tea (250g),536,275,147400,2024-10-06,Small,4.17,7,536.0
232,Mymensingh,24.770023671813714,90.35619112303065,Mymensingh,Beauty,Lipstick,2146,100,214600,2025-02-23,Small,3.87,2,2146.0
233,Chattogram,22.39671936167626,91.82029332573447,Chattogram,Grocery,Rice (5kg),810,187,151470,2025-02-13,Small,4.1,2,810.0
234,Rajshahi,24.32613927661721,88.60933797138753,Rajshahi,Clothing,Jeans,2298,136,312528,2024-10-22,Medium,4.58,1,2298.0
235,Dhaka,23.816536330048937,90.36617579616421,Dhaka,Clothing,Jeans,2464,141,347424,2025-03-08,Medium,3.54,4,2464.0
236,Chattogram,22.365952212796653,91.77377007483346,Chattogram,HomeAppliances,Refrigerator,47355,40,1894200,2025-08-04,Small,4.64,1,47355.0
237,Sirajganj,24.399141964282855,89.64783288891256,Sirajganj,Clothing,Jacket,1117,117,130689,2025-07-16,Medium,4.02,1,1117.0
238,Mymensingh,24.783941224780165,90.37514148716916,Mymensingh,Clothing,T-Shirt,2480,122,302560,2025-05-02,Small,4.46,1,2480.0
239,Kushtia,23.94574153883551,89.16477142494942,Kushtia,Clothing,Shoes,4587,101,463287,2025-04-23,Small,4.51,0,4587.0
240,Thakurgaon,26.050979002837984,88.34481577829104,Thakurgaon,Electronics,Tablet,80968,64,5181952,2025-04-06,Medium,3.95,4,80968.0
241,Netrokona,24.91944796574205,90.81664817149984,Netrokona,Electronics,Tablet,64894,34,2206396,2024-12-05,Small,3.52,0,64894.0
242,Dhaka,23.82467533284345,90.45123272951463,Dhaka,Clothing,T-Shirt,834,33,27522,2025-09-06,Medium,3.34,0,834.0
243,Natore,24.3387588984901,89.03574462532521,Natore,Grocery,Rice (5kg),911,217,197687,2025-09-21,Small,3.05,4,911.0
244,Pabna,23.936465544776603,89.36853307219701,Pabna,Sports,Dumbbell Set,4831,44,212564,2024-10-31,Medium,4.64,2,4831.0
245,Barishal,22.62175057356726,90.53240269206367,Barishal,Sports,Dumbbell Set,2231,13,29003,2025-03-10,Medium,3.07,1,2231.0
246,Thakurgaon,25.96216307990375,88.51981689791202,Thakurgaon,Beauty,Perfume,4136,40,165440,2025-02-25,Small,4.6,0,4136.0
247,Barishal,22.799209541406746,90.27303498637103,Barishal,Beauty,Face Cream,1787,44,78628,2025-08-16,Small,4.78,0,1787.0
248,Chattogram,22.2547672040352,91.74617474509283,Chattogram,HomeAppliances,Refrigerator,15544,13,202072,2025-06-02,Small,3.92,2,15544.0
249,Chattogram,22.368857838599524,91.8061383871267,Chattogram,Electronics,Smartphone,113601,49,5566449,2025-01-12,Medium,4.85,0,113601.0
250,Dinajpur,25.627572145174653,88.49120029332269,Dinajpur,Electronics,Camera,57843,30,1735290,2025-06-21,Small,2.94,0,57843.0
251,Faridpur,23.52893838966128,89.79334925611269,Faridpur,Clothing,T-Shirt,3187,125,398375,2025-09-17,Small,4.07,3,3187.0
252,Barishal,22.756523885447805,90.35604252545292,Barishal,Beauty,Sunscreen,4349,72,313128,2025-08-27,Large,4.96,2,4349.0
253,Khulna,22.85955569449367,89.52271996033258,Khulna,Clothing,Jeans,2185,135,294975,2025-09-29,Small,5.0,4,2185.0
254,Rajshahi,24.370570385044594,88.55650812372716,Rajshahi,Beauty,Shampoo,3699,32,118368,2025-09-22,Medium,4.44,1,3699.0
255,Dhaka,23.731140685173216,90.36386412421717,Dhaka,Furniture,Wardrobe,32997,14,461958,2025-02-09,Medium,3.71,0,32997.0
256,Dhaka,23.774338010369583,90.32369971424912,Dhaka,Clothing,Dress,3128,83,259624,2024-11-26,Small,5.0,3,3128.0
257,Chattogram,22.354169265281925,91.74926109332814,Chattogram,Furniture,Table,8810,13,114530,2024-11-18,Medium,3.65,0,8810.0
258,Dhaka,23.92504456459501,90.48163233707767,Dhaka,Furniture,Bookshelf,42463,6,254778,2025-08-03,Small,3.57,0,42463.0
259,Saidpur,25.734273992562326,89.04368588105096,Saidpur,Furniture,Table,42590,6,255540,2025-07-14,Small,4.15,0,42590.0
260,Dhaka,23.711930950248476,90.38110231151512,Dhaka,Clothing,Sunglasses,4147,91,377377,2025-05-21,Small,3.52,2,4147.0
261,Sylhet,24.856236784272117,91.70910437713493,Sylhet,Sports,Yoga Mat,4379,12,52548,2025-03-24,Medium,4.53,0,4379.0
262,Dhaka,23.848426761698864,90.32310654611892,Dhaka,Clothing,Shoes,2154,118,254172,2025-04-30,Large,3.55,3,2154.0
263,Nilphamari,25.90833088864831,88.88286793635461,Nilphamari,Clothing,Dress,823,117,96291,2025-07-27,Large,4.79,2,823.0
264,Jamalpur,24.932608762720204,89.9659848346975,Jamalpur,Beauty,Face Cream,3249,51,165699,2025-03-16,Medium,4.53,0,3249.0
265,Bogra,24.788314215530686,89.35893054391398,Bogra,Sports,Treadmill,5051,46,232346,2025-07-07,Medium,4.4,1,5051.0
266,Narayanganj,23.58261938789064,90.37764112774371,Narayanganj,HomeAppliances,Electric Fan,3915,10,39150,2024-12-31,Small,3.89,0,3915.0
267,Sylhet,24.78296729393531,91.95099235035647,Sylhet,Beauty,Face Cream,4309,39,168051,2025-07-07,Small,3.4,2,4309.0
268,Rajshahi,24.371575118505017,88.69093833774583,Rajshahi,Furniture,Office Chair,13700,16,219200,2025-08-06,Small,4.45,1,13700.0
269,Brahmanbaria,23.936111598408548,91.10275528093646,Brahmanbaria,Clothing,T-Shirt,1654,97,160438,2025-09-22,Small,4.13,1,1654.0
270,Cox's Bazar,21.48911207895209,92.11346426138903,Cox's Bazar,Furniture,Wardrobe,52077,14,729078,2025-08-16,Small,3.95,0,52077.0
271,Barishal,22.770440778703414,90.45642778955181,Barishal,Electronics,Bluetooth Speaker,48229,51,2459679,2024-12-29,Large,3.93,0,48229.0
272,Khulna,22.710232061550425,89.48724452412998,Khulna,Clothing,Jacket,1203,91,109473,2025-06-29,Medium,4.06,0,1203.0
273,Faridpur,23.672031899508433,89.84452878958784,Faridpur,Clothing,Dress,2070,110,227700,2025-02-18,Large,3.86,1,2070.0
274,Thakurgaon,26.105057268453614,88.48809830564673,Thakurgaon,Grocery,Milk Powder (400g),558,149,83142,2024-12-18,Large,3.77,2,558.0
275,Kishoreganj,24.437706071154466,90.75638970695117,Kishoreganj,Grocery,Milk Powder (400g),506,93,47058,2025-09-05,Medium,4.39,0,506.0
276,Narayanganj,23.693631354296063,90.47808586234049,Narayanganj,HomeAppliances,Air Conditioner,31251,9,281259,2025-07-12,Medium,3.62,1,31251.0
277,Dhaka,23.83977245992472,90.38385764962024,Dhaka,Sports,Football,9382,29,272078,2024-10-24,Large,3.84,1,9382.0
278,Khulna,22.89499856712625,89.45630966072858,Khulna,Clothing,Sunglasses,2042,94,191948,2025-03-28,Small,3.74,2,2042.0
279,Dhaka,23.882914610030415,90.3909786762868,Dhaka,Beauty,Face Mask,1201,54,64854,2025-05-07,Small,3.65,2,1201.0
280,Dhaka,23.6358807068407,90.38251423547025,Dhaka,Clothing,Sunglasses,1869,108,201852,2024-12-24,Small,3.51,1,1869.0
281,Rajshahi,24.465485574380025,88.55489428582631,Rajshahi,Electronics,Laptop,11964,32,382848,2025-09-13,Small,4.4,0,11964.0
282,Dhaka,23.82860372833791,90.34842259224831,Dhaka,Beauty,Perfume,3621,41,148461,2024-11-15,Small,4.16,0,3621.0
283,Narail,23.220277232206524,89.64636961613729,Narail,Beauty,Lipstick,1648,31,51088,2025-01-05,Medium,4.98,1,1648.0
284,Dhaka,23.71009967153751,90.36996704797443,Dhaka,Electronics,Camera,20897,18,376146,2024-11-18,Medium,4.18,1,20897.0
285,Kishoreganj,24.45031540069137,90.98304542722852,Kishoreganj,Electronics,Laptop,35703,40,1428120,2024-10-09,Medium,3.93,0,35703.0
286,Kushtia,23.887275400865807,89.100557197543,Kushtia,Grocery,Cooking Oil (1L),158,199,31442,2024-10-24,Small,3.48,1,158.0
287,Sylhet,24.899452643397588,91.8468844334278,Sylhet,Clothing,Jeans,2142,153,327726,2025-09-23,Medium,3.47,1,2142.0
288,Dhaka,23.85330792787937,90.24395903268804,Dhaka,Beauty,Face Cream,950,73,69350,2025-05-10,Large,4.45,1,950.0
289,Dhaka,23.757435899800324,90.35552233890807,Dhaka,Grocery,Tea (250g),567,256,145152,2024-12-21,Medium,3.48,8,567.0
290,Mymensingh,24.62928251835001,90.37908876732169,Mymensingh,Beauty,Lipstick,3181,75,238575,2025-03-29,Medium,3.94,3,3181.0
291,Rangamati,22.66980446522795,92.40457836915515,Rangamati,Electronics,Headphones,69612,17,1183404,2025-03-07,Small,4.85,0,69612.0
292,Faridpur,23.596069129456477,89.85952889126006,Faridpur,Electronics,Bluetooth Speaker,18545,14,259630,2025-03-25,Medium,3.9,0,18545.0
293,Khulna,22.865913172577155,89.4652659538771,Khulna,Electronics,Headphones,82062,72,5908464,2025-06-25,Small,4.51,2,82062.0
294,Pabna,23.9547476351163,89.33385682150094,Pabna,Clothing,Jacket,3062,99,303138,2024-12-10,Small,3.35,3,3062.0
295,Kushtia,23.86385787837782,89.11891917539103,Kushtia,Electronics,Power Bank,50284,16,804544,2025-02-27,Large,4.19,1,50284.0
296,Bogra,24.801870724509424,89.47599237026189,Bogra,Grocery,Cooking Oil (1L),365,206,75190,2025-08-20,Medium,5.0,7,365.0
297,Moulvibazar,24.452402444440757,91.85298605830765,Moulvibazar,Sports,Football,19420,16,310720,2024-12-30,Small,4.64,0,19420.0
298,Rajshahi,24.355126647860747,88.73132260562672,Rajshahi,Electronics,Power Bank,23258,37,860546,2025-03-02,Small,4.1,0,23258.0
299,Kushtia,24.0284699575162,89.06015635203829,Kushtia,Electronics,Laptop,121562,43,5227166,2024-12-03,Small,4.17,0,121562.0
300,Dhaka,23.74323502076443,90.38380369815609,Dhaka,HomeAppliances,Refrigerator,9590,43,412370,2025-01-25,Small,4.7,0,9590.0
301,Jessore,23.22284286328039,89.33548406325723,Jessore,Electronics,Smartphone,32769,59,1933371,2025-08-27,Large,4.18,2,32769.0
302,Bogra,24.986286984725368,89.33434820614528,Bogra,Beauty,Perfume,3806,72,274032,2024-10-13,Small,3.69,3,3806.0
303,Dhaka,23.8420110730637,90.51501140391862,Dhaka,Clothing,Handbag,3022,97,293134,2025-04-16,Small,3.36,2,3022.0
304,Bhola,22.608542479170865,90.60742651494984,Bhola,Clothing,Handbag,564,96,54144,2025-09-13,Small,4.7,4,564.0
305,Mymensingh,24.731806144557428,90.37727080779885,Mymensingh,Furniture,Table,48216,13,626808,2025-05-08,Small,4.08,0,48216.0
306,Satkhira,22.607337358799096,89.08058182323978,Satkhira,Grocery,Cooking Oil (1L),104,144,14976,2025-09-29,Small,3.89,5,104.0
307,Rangamati,22.61266706831124,92.22930264280872,Rangamati,Furniture,Bed,26521,11,291731,2024-11-12,Small,3.89,0,26521.0
308,Chattogram,22.483120386183703,91.83091176552941,Chattogram,Electronics,Power Bank,135242,31,4192502,2025-05-04,Medium,3.99,1,135242.0
309,Chattogram,22.366432627259467,91.75381842345166,Chattogram,HomeAppliances,Electric Fan,4909,20,98180,2025-07-05,Medium,3.85,0,4909.0
310,Comilla,23.439021366281963,91.17576526709689,Comilla,Clothing,Jeans,850,100,85000,2025-07-03,Small,4.35,1,850.0
311,Dhaka,23.73461486049492,90.45308728175142,Dhaka,Grocery,Spice Mix,123,164,20172,2025-05-11,Large,4.82,2,123.0
312,Gaibandha,25.220236861247617,89.54765152460558,Gaibandha,Clothing,Dress,2254,101,227654,2024-10-22,Medium,3.83,1,2254.0
313,Cox's Bazar,21.394162888403873,92.17201417063355,Cox's Bazar,Grocery,Rice (5kg),550,193,106150,2025-07-12,Large,3.82,2,550.0
314,Rajshahi,24.351723736260922,88.78953250705308,Rajshahi,Clothing,Jeans,1766,52,91832,2024-12-08,Small,4.23,0,1766.0
315,Netrokona,24.87229076542009,90.59971598775229,Netrokona,Electronics,Bluetooth Speaker,84792,30,2543760,2024-12-08,Small,4.86,0,84792.0
316,Sylhet,25.003470895111118,91.75076101768838,Sylhet,Clothing,T-Shirt,1165,36,41940,2025-05-16,Small,4.08,0,1165.0
317,Bogra,24.796638880415248,89.4769627274898,Bogra,Electronics,Bluetooth Speaker,40294,35,1410290,2025-02-21,Medium,3.21,1,40294.0
318,Saidpur,25.738158635914772,88.93104920568041,Saidpur,Clothing,Jacket,839,72,60408,2025-09-14,Small,4.74,2,839.0
319,Dhaka,23.720951214926053,90.42002994142314,Dhaka,Furniture,Dining Set,31738,29,920402,2025-06-28,Medium,4.4,1,31738.0
320,Kushtia,23.919567091229737,89.13384088284629,Kushtia,Beauty,Lipstick,333,55,18315,2025-01-22,Large,3.94,0,333.0
321,Chattogram,22.479888725747156,91.78325462551659,Chattogram,Furniture,Sofa,53883,9,484947,2025-02-24,Medium,3.25,1,53883.0
322,Rangpur,25.766817987451446,89.20948243767762,Rangpur,HomeAppliances,Electric Fan,24930,6,149580,2025-05-14,Medium,4.12,0,24930.0
323,Jhenaidah,23.608929539222384,89.12380707093067,Jhenaidah,Electronics,Power Bank,90372,47,4247484,2025-07-17,Medium,4.33,2,90372.0
324,Khulna,22.811701085338076,89.57415698995656,Khulna,Grocery,Cooking Oil (1L),851,186,158286,2025-06-12,Small,3.06,1,851.0
325,Chattogram,22.35603873200615,91.7727901896248,Chattogram,Electronics,Tablet,79749,62,4944438,2025-03-23,Medium,3.75,1,79749.0
326,Khulna,22.84190679972389,89.53692482396316,Khulna,Furniture,Sofa,56179,13,730327,2024-11-01,Small,4.95,1,56179.0
327,Dhaka,23.8146634776442,90.42748364398585,Dhaka,Grocery,Cooking Oil (1L),233,182,42406,2025-01-22,Small,4.25,4,233.0
328,Moulvibazar,24.39714542856789,91.6780347346858,Moulvibazar,Clothing,T-Shirt,2284,91,207844,2024-10-23,Small,4.62,0,2284.0
329,Kushtia,23.81569433209199,89.26216970689082,Kushtia,Clothing,Shoes,2975,103,306425,2025-05-28,Large,4.63,3,2975.0
330,Chandpur,23.28481710388456,90.61255487980074,Chandpur,Furniture,Wardrobe,5093,15,76395,2024-10-07,Large,5.0,1,5093.0
331,Chandpur,23.24226516841055,90.62692862397599,Chandpur,Sports,Yoga Mat,9917,7,69419,2024-10-08,Small,4.19,0,9917.0
332,Dhaka,23.910020623776322,90.38591938042485,Dhaka,Grocery,Rice (5kg),792,216,171072,2025-07-27,Small,4.66,4,792.0
333,Narail,23.108178038363302,89.60428063455478,Narail,Electronics,Camera,50206,43,2158858,2025-08-01,Large,4.61,0,50206.0
334,Jessore,23.152375714806517,89.0969435514414,Jessore,Electronics,Smartphone,32924,58,1909592,2025-08-24,Small,4.08,3,32924.0
335,Dhaka,23.746920320041657,90.32781970232033,Dhaka,Clothing,T-Shirt,1056,86,90816,2024-12-18,Medium,3.66,0,1056.0
336,Nilphamari,26.03588969116462,88.83650222574421,Nilphamari,Electronics,Power Bank,59759,47,2808673,2025-01-05,Medium,3.98,2,59759.0
337,Chattogram,22.297298478025084,91.7019296938408,Chattogram,Clothing,Shoes,1874,94,176156,2025-05-18,Medium,3.67,3,1874.0
338,Tangail,24.259804328441344,89.82435009833158,Tangail,Electronics,Headphones,51039,32,1633248,2025-04-03,Medium,4.04,0,51039.0
339,Faridpur,23.742811408325288,89.8461932935576,Faridpur,Clothing,T-Shirt,2394,133,318402,2025-07-26,Large,4.79,3,2394.0
340,Manikganj,23.84784854637611,89.95773623626697,Manikganj,Clothing,Shoes,2632,110,289520,2025-03-10,Small,3.56,5,2632.0
341,Kushtia,23.95219174176743,89.13108527317296,Kushtia,Grocery,Rice (5kg),507,123,62361,2025-05-31,Small,4.41,4,507.0
342,Rajshahi,24.297002829777828,88.71586491022724,Rajshahi,Electronics,Headphones,72203,26,1877278,2025-05-13,Small,4.0,1,72203.0
343,Rangpur,25.787141368271655,89.22822885344067,Rangpur,Clothing,T-Shirt,768,132,101376,2025-05-06,Small,4.41,5,768.0
344,Jamalpur,24.948394925724642,89.82108260553292,Jamalpur,Furniture,Bookshelf,48349,16,773584,2025-06-19,Small,4.01,0,48349.0
345,Mymensingh,24.794634100612818,90.31338358251156,Mymensingh,Sports,Football,10739,29,311431,2024-12-11,Medium,4.37,0,10739.0
346,Barishal,22.768325413819337,90.27860805685832,Barishal,HomeAppliances,Air Conditioner,47055,21,988155,2025-03-30,Medium,4.76,0,47055.0
347,Dhaka,23.80077549639384,90.36312918599181,Dhaka,Grocery,Spice Mix,431,297,128007,2024-11-05,Small,3.97,7,431.0
348,Comilla,23.407650491203373,90.97382666942366,Comilla,Beauty,Face Cream,3082,43,132526,2025-07-31,Small,3.29,0,3082.0
349,Rajshahi,24.303181603691886,88.5990827359986,Rajshahi,HomeAppliances,Electric Fan,47609,40,1904360,2024-10-31,Small,4.06,1,47609.0
350,Dhaka,23.8707802402576,90.36853163322681,Dhaka,Grocery,Rice (5kg),353,170,60010,2024-12-05,Small,4.56,4,353.0
351,Sylhet,24.927229873367523,91.92758630530739,Sylhet,HomeAppliances,Washing Machine,6454,24,154896,2025-09-21,Medium,3.18,0,6454.0
352,Dhaka,23.889157700631067,90.42303355477083,Dhaka,Electronics,Tablet,113577,28,3180156,2025-07-12,Medium,4.09,2,113577.0
353,Jamalpur,24.90461898848443,89.95992581805756,Jamalpur,Grocery,Tea (250g),208,265,55120,2025-05-19,Small,4.92,7,208.0
354,Manikganj,23.9101732647325,89.94087848824009,Manikganj,Clothing,Shoes,2593,100,259300,2025-09-15,Large,4.41,2,2593.0
355,Rajshahi,24.23893129080863,88.59847617563706,Rajshahi,Sports,Football,851,29,24679,2025-08-27,Small,4.95,0,851.0
356,Dhaka,23.767396206761756,90.36370793897024,Dhaka,Clothing,Shoes,2751,38,104538,2024-10-27,Small,4.2,0,2751.0
357,Barishal,22.67214997262928,90.40919343977274,Barishal,Clothing,T-Shirt,461,137,63157,2025-09-05,Small,5.0,1,461.0
358,Satkhira,22.716831940433316,89.15128748173176,Satkhira,Grocery,Milk Powder (400g),283,116,32828,2024-11-18,Small,2.68,2,283.0
359,Dhaka,23.821283613222374,90.31097199562375,Dhaka,Electronics,Camera,14805,36,532980,2025-06-19,Large,3.34,0,14805.0
360,Saidpur,25.814119077686346,88.9567917525121,Saidpur,Sports,Badminton Racket,13150,43,565450,2025-09-30,Small,4.32,1,13150.0
361,Sylhet,24.947452587719926,91.83136980899528,Sylhet,Clothing,Jeans,2809,106,297754,2025-09-24,Medium,3.37,5,2809.0
362,Magura,23.386032831376628,89.39064193786103,Magura,Clothing,Sunglasses,3203,95,304285,2024-12-09,Small,4.3,3,3203.0
363,Thakurgaon,26.034785391613955,88.40126134863229,Thakurgaon,Sports,Dumbbell Set,11825,27,319275,2025-09-02,Small,4.81,1,11825.0
364,Patuakhali,22.30835725310437,90.23290009399128,Patuakhali,Clothing,Jacket,1114,83,92462,2025-06-26,Small,3.91,3,1114.0
365,Chattogram,22.425661808648524,91.72101028121232,Chattogram,Clothing,Jeans,2621,47,123187,2025-02-13,Small,4.47,1,2621.0
366,Dhaka,23.918079435589082,90.47625857461708,Dhaka,Electronics,Smartwatch,53696,43,2308928,2025-08-17,Medium,3.9,1,53696.0
367,Dhaka,23.81954288466211,90.40911052715666,Dhaka,Clothing,Dress,2619,119,311661,2025-03-24,Medium,4.92,0,2619.0
368,Nilphamari,25.887351401196476,88.84723825601348,Nilphamari,Grocery,Cooking Oil (1L),429,216,92664,2025-05-02,Small,3.86,4,429.0
369,Cox's Bazar,21.453763216511557,92.08550807900725,Cox's Bazar,Grocery,Honey (500g),183,181,33123,2025-08-24,Small,3.76,1,183.0
370,Mymensingh,24.703707294782912,90.27779713422936,Mymensingh,Grocery,Honey (500g),393,198,77814,2025-05-13,Medium,4.29,2,393.0
371,Mymensingh,24.671473301275384,90.53475108223267,Mymensingh,Electronics,Smartwatch,81792,50,4089600,2025-06-19,Small,4.23,2,81792.0
372,Panchagarh,26.39583801125262,88.42474815747156,Panchagarh,Sports,Treadmill,25360,20,507200,2025-09-17,Small,3.91,2,25360.0
373,Netrokona,24.924573998079754,90.86455831528045,Netrokona,Beauty,Shampoo,2143,30,64290,2025-04-16,Small,4.77,0,2143.0
374,Habiganj,24.365418888750703,91.45110525497404,Habiganj,Grocery,Spice Mix,623,181,112763,2025-09-18,Small,4.38,6,623.0
375,Rangamati,22.660147332527977,92.15866781261836,Rangamati,Electronics,Laptop,12839,34,436526,2025-08-09,Medium,4.03,0,12839.0
376,Lalmonirhat,25.927342750254866,89.28201014142248,Lalmonirhat,HomeAppliances,Refrigerator,18719,20,374380,2025-07-01,Medium,3.73,0,18719.0
377,Mymensingh,24.754312856143134,90.41771518931958,Mymensingh,Beauty,Lipstick,937,70,65590,2025-08-28,Small,4.62,1,937.0
378,Sirajganj,24.46544580456348,89.6223391469278,Sirajganj,Grocery,Tea (250g),485,167,80995,2025-03-13,Medium,4.56,2,485.0
379,Jamalpur,24.805593014393864,89.85231380287296,Jamalpur,Clothing,Shoes,2071,70,144970,2025-06-05,Medium,3.62,1,2071.0
380,Dhaka,23.78905083260369,90.49574063818793,Dhaka,Clothing,T-Shirt,344,153,52632,2025-10-02,Small,3.65,6,344.0
381,Dhaka,23.77630934028611,90.32288532490502,Dhaka,Grocery,Rice (5kg),409,108,44172,2025-02-28,Medium,3.7,1,409.0
382,Nilphamari,25.91983707340652,88.93168812583248,Nilphamari,Clothing,Shoes,1616,47,75952,2024-12-07,Medium,3.69,0,1616.0
383,Brahmanbaria,23.94291626878941,91.08648278346699,Brahmanbaria,Grocery,Cooking Oil (1L),48,270,12960,2024-11-16,Small,3.56,5,48.0
384,Jamalpur,24.940881739594516,89.85770461749281,Jamalpur,Grocery,Tea (250g),671,197,132187,2025-09-30,Medium,4.88,5,671.0
385,Chattogram,22.463261236108444,91.81420094466178,Chattogram,Clothing,Jacket,412,89,36668,2025-02-21,Small,4.0,1,412.0
386,Dhaka,23.774122105990873,90.43793267072765,Dhaka,HomeAppliances,Microwave,42515,27,1147905,2025-08-14,Small,3.69,1,42515.0
387,Sylhet,24.89475121013261,91.95799504515472,Sylhet,Furniture,Sofa,20028,16,320448,2025-04-19,Small,3.65,1,20028.0
388,Barishal,22.723823463233874,90.3069154297655,Barishal,Grocery,Rice (5kg),308,181,55748,2025-02-21,Large,3.37,3,308.0
389,Cox's Bazar,21.470143580343407,92.01535810727805,Cox's Bazar,Beauty,Face Cream,1044,93,97092,2024-10-12,Medium,4.01,3,1044.0
390,Faridpur,23.679822901139485,89.93898493906828,Faridpur,Electronics,Camera,100460,50,5023000,2025-07-28,Large,4.52,1,100460.0
391,Kishoreganj,24.473783712763808,90.77053477744063,Kishoreganj,Clothing,Jacket,4574,131,599194,2025-01-23,Small,4.37,2,4574.0
